"Method","tau","n","p","seed","beta0","beta1","beta2"
"mRock",0.9,5000,2,250,-0.710794403423214,1.01136106041431,-1.30558048187049
"two_step_Neyman",0.9,5000,2,251,5.11546942965696,-4.16539901864831,-2.6477285491643
"two_step_LS",0.9,5000,2,251,5.96973412644442,-3.75853900131473,-3.89565452069047
"mRock",0.9,5000,2,251,0.680353060825434,-0.577453900936081,-2.26940372864132
"two_step_Neyman",0.9,5000,2,255,5.81584696434777,-3.99409258338797,-6.00090448399759
"two_step_LS",0.9,5000,2,255,2.93996914337847,-0.856807952408941,-6.28025637809644
"mRock",0.9,5000,2,255,0.357381594475751,-0.381320937664235,-4.60269048517959
"two_step_Neyman",0.9,5000,2,257,0.304069305954257,-1.00667706850581,1.97375585505064
"two_step_LS",0.9,5000,2,257,2.88698617731434,-3.36264477345756,1.80381024493828
"mRock",0.9,5000,2,257,0.130199877562931,-0.238974710331109,1.04411502626321
"two_step_Neyman",0.9,5000,2,258,1.88906499923088,-0.833051080150496,1.56195284192103
"two_step_LS",0.9,5000,2,258,-2.261957883143,3.17118860049584,1.76922321647893
"mRock",0.9,5000,2,258,0.272745260682418,-0.382545761467975,2.32251258676854
"two_step_Neyman",0.9,5000,2,259,-0.648395232711192,2.43281134112197,-0.840425395899231
"two_step_LS",0.9,5000,2,259,1.42306034687406,-1.19412219664325,0.675708789179012
"mRock",0.9,5000,2,259,-0.0467230415935038,0.215774571272297,0.19849024368375
"two_step_Neyman",0.9,5000,2,26,-0.638417205286921,-0.277421950458435,1.14070323657906
"two_step_LS",0.9,5000,2,26,0.27302565473937,-0.331306451701602,0.308612743717987
"mRock",0.9,5000,2,26,-0.154869755900136,-0.0438893079136737,-0.169362523745619
"two_step_Neyman",0.9,5000,2,262,4.30284752189078,-1.48959943627336,-3.74856584041049
"two_step_LS",0.9,5000,2,262,4.57941916236111,-3.10774950168444,-2.41790244215706
"mRock",0.9,5000,2,262,0.290369306049446,-0.238815050396069,-1.44445133876644
"two_step_Neyman",0.9,5000,2,264,-2.1558183493114,1.56780505636132,4.22346266624845
"two_step_LS",0.9,5000,2,264,-0.609020060194262,-1.16509119888855,5.36207508618469
"mRock",0.9,5000,2,264,-0.47851720076124,0.447520796223925,3.41899904869578
"two_step_Neyman",0.9,5000,2,268,0.0536690024758268,-1.54883101133111,3.06074319974452
"two_step_LS",0.9,5000,2,268,1.93727785575826,-1.3282795024854,0.948666527518924
"mRock",0.9,5000,2,268,0.0144206058900149,-0.167442575193637,1.41628810388362
"two_step_Neyman",0.9,5000,2,27,-0.672419742280745,0.051570162179154,3.63277548170711
"two_step_LS",0.9,5000,2,27,0.271847458199439,-2.02574046567795,4.79412003660612
"mRock",0.9,5000,2,27,-0.0959066592657445,-0.077426000953198,2.7412994014754
"two_step_Neyman",0.9,5000,2,270,1.38061158129895,-2.49305376982597,1.23177018355047
"two_step_LS",0.9,5000,2,270,0.681532479678233,-0.0010057967682684,-0.550646242339823
"mRock",0.9,5000,2,270,0.552865381673545,-0.40652667234325,-0.255927953059299
"two_step_Neyman",0.9,5000,2,271,-6.74794077146243,5.94556143933473,4.39024864681055
"two_step_LS",0.9,5000,2,271,0.176950006151429,1.91741248263753,1.53613785523716
"mRock",0.9,5000,2,271,-0.516974472194443,0.87759013848452,2.96083356103794
"two_step_Neyman",0.9,5000,2,272,3.90077257569427,-3.57149250827304,-0.596657514440253
"two_step_LS",0.9,5000,2,272,0.580065985605477,-1.1903399249182,0.300470212742894
"mRock",0.9,5000,2,272,0.13601404388227,-0.448513365679562,-0.402835422042472
"two_step_Neyman",0.9,5000,2,274,-0.361997781674536,0.298781621364054,-0.222367490158632
"two_step_LS",0.9,5000,2,274,-0.133626763976136,0.720383518845638,-0.907406323160387
"mRock",0.9,5000,2,274,-0.0427899960244655,-0.0605720432268586,-0.659287166908982
"two_step_Neyman",0.9,5000,2,275,-1.59041629444468,-0.96765700420672,2.65824554177304
"two_step_LS",0.9,5000,2,275,-4.90904716366819,2.82955946408539,2.21619841381408
"mRock",0.9,5000,2,275,0.326559948542242,-0.299975680482152,-0.173793401812347
"two_step_Neyman",0.9,5000,2,276,-2.16007292230021,0.255878445016271,1.88733619704588
"two_step_LS",0.9,5000,2,276,-2.23935711744975,-0.294745197535411,2.49980754762267
"mRock",0.9,5000,2,276,-0.284732643556952,-0.0364937582191955,-0.090229875039725
"two_step_Neyman",0.9,5000,2,278,-0.334378963322627,1.04342796609531,3.82838796581959
"two_step_LS",0.9,5000,2,278,-0.765795964753009,1.63999886524867,3.67892997794068
"mRock",0.9,5000,2,278,-0.364838907812125,0.21151885908706,4.2130374080558
"two_step_Neyman",0.9,5000,2,279,-4.82224079676452,1.43542816681134,5.79223023076081
"two_step_LS",0.9,5000,2,279,-2.88187836607316,0.827266895374602,4.50354638890525
"mRock",0.9,5000,2,279,-0.464866585843351,0.397378755287432,2.34213709371807
"two_step_Neyman",0.9,5000,2,28,-5.39195743608069,1.21309948921081,5.81943129523664
"two_step_LS",0.9,5000,2,28,-2.26344204194317,-0.399890724653674,4.26319175435337
"mRock",0.9,5000,2,28,-0.241934555660912,0.00523531432394053,1.32331565354073
"two_step_Neyman",0.9,5000,2,280,-4.98444568896627,0.711047353034709,6.53837216966332
"two_step_LS",0.9,5000,2,280,-1.32604327129989,-1.52085187453413,5.14938856314031
"mRock",0.9,5000,2,280,-0.352885733044226,0.0939485037378662,2.20827375535502
"two_step_Neyman",0.9,5000,2,281,4.87576414381908,-3.00135707101131,-3.03213901194123
"two_step_LS",0.9,5000,2,281,5.47002021206347,-3.38171049974691,-3.21682272691832
"mRock",0.9,5000,2,281,0.261386002286621,-0.53530284094319,-1.1765677757034
"two_step_Neyman",0.9,5000,2,282,2.89367993819807,0.0429476781139893,-2.33557401165831
"two_step_LS",0.9,5000,2,282,0.899504524229746,-0.0951672957168115,-0.204913670275332
"mRock",0.9,5000,2,282,-0.0353046883580816,-0.112331093190713,0.266299413553952
"two_step_Neyman",0.9,5000,2,283,-5.89142639792648,2.84373076923962,5.26743983153925
"two_step_LS",0.9,5000,2,283,-3.71442716005191,2.55338315585763,3.41336319211383
"mRock",0.9,5000,2,283,-0.556354177055974,0.349370028416152,2.22589881767557
"two_step_Neyman",0.9,5000,2,284,4.9318784957164,-1.59741521494059,-4.88308706990991
"two_step_LS",0.9,5000,2,284,2.06037827871223,0.367210396064629,-3.97681857891958
"mRock",0.9,5000,2,284,0.0929948161971232,0.204704380436488,-2.23362555317983
"two_step_Neyman",0.9,5000,2,288,-2.31542232254444,3.82876498322888,2.80766041440374
"two_step_LS",0.9,5000,2,288,-0.499881169867353,2.87737708624705,1.92864184409332
"mRock",0.9,5000,2,288,-0.416971182925703,0.343888427151555,4.09088652820027
"two_step_Neyman",0.9,5000,2,290,5.45404404939086,-4.35769364880584,-2.83090561113094
"two_step_LS",0.9,5000,2,290,3.65170464923868,-2.22603207267821,-3.17726138345991
"mRock",0.9,5000,2,290,0.0453138927451224,-0.292510487000392,-1.87654514939979
"two_step_Neyman",0.9,5000,2,291,-1.00943919349328,0.509477798893374,-1.93012034946753
"two_step_LS",0.9,5000,2,291,-0.113501390759573,0.594473021928427,-2.84953814666382
"mRock",0.9,5000,2,291,-0.375187002149123,0.308758694911937,-2.58568846792535
"two_step_Neyman",0.9,5000,2,292,1.48559699973893,0.689587270857913,-1.40331682611566
"two_step_LS",0.9,5000,2,292,0.662797395691441,1.09100385373623,-0.98142730914752
"mRock",0.9,5000,2,292,-0.0111607880679223,0.0232575845358944,0.171834112832585
"two_step_Neyman",0.9,5000,2,293,6.3079447690544,0.392309416625621,-8.15570373797203
"two_step_LS",0.9,5000,2,293,6.59573248566536,-0.51680658556917,-7.49698122298462
"mRock",0.9,5000,2,293,0.221911980305882,-0.00568957301415418,-2.63279968775198
"two_step_Neyman",0.9,5000,2,297,4.84763410467196,-3.73194095250471,1.36510335648532
"two_step_LS",0.9,5000,2,297,1.40708128188235,-0.918144528928015,1.95575987776759
"mRock",0.9,5000,2,297,0.674799780929614,-0.610837246639176,2.16577072801311
"two_step_Neyman",0.9,5000,2,299,-1.66567536178977,1.77551728030281,2.97139581321889
"two_step_LS",0.9,5000,2,299,-0.964723890350404,0.597228416753425,3.50565158344497
"mRock",0.9,5000,2,299,0.048642293341044,-0.197589464633051,2.69816644731644
"two_step_Neyman",0.9,5000,2,3,-3.15980302530715,5.67011027741635,1.01414601356147
"two_step_LS",0.9,5000,2,3,-6.44840848946195,6.54551319164564,3.46630472494921
"mRock",0.9,5000,2,3,-0.610122091871957,0.676856871383689,2.84491603815505
"two_step_Neyman",0.9,5000,2,30,-1.19374294245676,0.620883385814414,1.09849102571653
"two_step_LS",0.9,5000,2,30,1.98999381555106,-1.41733998369477,-0.0658576520641816
"mRock",0.9,5000,2,30,-0.108178994102041,0.0568768183238868,0.390974887265216
"two_step_Neyman",0.9,5000,2,303,-7.14084127433526,5.13872479792193,8.06128300494835
"two_step_LS",0.9,5000,2,303,-3.7171900601355,2.96309740281297,6.91866168978477
"mRock",0.9,5000,2,303,-0.319492370236408,0.330727936977349,5.37055703632737
"two_step_Neyman",0.9,5000,2,305,-4.17929035949989,3.37608214349168,-0.537785321188082
"two_step_LS",0.9,5000,2,305,-1.90350697046375,2.19572742124166,-1.60942604784267
"mRock",0.9,5000,2,305,-0.261384896484735,0.250235899005141,-1.64769033501416
"two_step_Neyman",0.9,5000,2,308,-4.01950961715182,-0.098753624582157,6.6650042711953
"two_step_LS",0.9,5000,2,308,-1.86270481977527,0.143292062130454,4.28029356587219
"mRock",0.9,5000,2,308,-0.538310412617435,0.274250186094077,2.49050551228078
"two_step_Neyman",0.9,5000,2,311,-1.54165020818942,3.4963079665184,-2.37951616335485
"two_step_LS",0.9,5000,2,311,-2.38360357153123,3.23380138591851,-1.35558894254973
"mRock",0.9,5000,2,311,-0.120897467412965,0.446667827299841,-1.17174538652891
"two_step_Neyman",0.9,5000,2,314,-2.85948855173071,5.56574672005779,-3.0303854729744
"two_step_LS",0.9,5000,2,314,-1.58142516143516,2.84796612330897,-1.60051579784081
"mRock",0.9,5000,2,314,-0.369749293246565,0.598646366082835,-0.806371093765662
"two_step_Neyman",0.9,5000,2,318,6.35511459930342,-4.26879804397861,-0.446067058134105
"two_step_LS",0.9,5000,2,318,2.33157761894857,-2.48718040998426,1.88778380891195
"mRock",0.9,5000,2,318,0.441747336526086,-0.246710785579479,1.01650034446281
"two_step_Neyman",0.9,5000,2,32,5.04424530965362,-1.48628851846818,-3.34602263373426
"two_step_LS",0.9,5000,2,32,1.21119018140894,1.0233230070355,-2.00229577315885
"mRock",0.9,5000,2,32,-0.146385954773345,0.210663638930649,-0.146881802064627
"two_step_Neyman",0.9,5000,2,324,-0.529600525231181,-1.9002943522395,4.59745450564807
"two_step_LS",0.9,5000,2,324,-1.04585486688468,-0.075061786751629,3.356429096882
"mRock",0.9,5000,2,324,0.127559219034355,-0.252044660318512,1.95723020556419
"two_step_Neyman",0.9,5000,2,325,-1.78202360968533,0.516149654129394,3.14559407611199
"two_step_LS",0.9,5000,2,325,0.155576610936764,-0.135818294162545,1.89170886998065
"mRock",0.9,5000,2,325,-0.367594004750373,0.117434442845284,1.94473451730276
"two_step_Neyman",0.9,5000,2,326,6.19251610727504,-5.49531878147171,-2.68253078386978
"two_step_LS",0.9,5000,2,326,4.6990333784271,-2.8319958884004,-3.80427832692715
"mRock",0.9,5000,2,326,0.686906537356164,-0.644577681406985,-2.41982125385084
"two_step_Neyman",0.9,5000,2,327,-5.02992815698767,3.72256790715474,0.0908277032406488
"two_step_LS",0.9,5000,2,327,-4.07361189785603,1.99385626886528,0.834679642584362
"mRock",0.9,5000,2,327,-0.415890453505555,0.389398260234413,-1.56871562436181
"two_step_Neyman",0.9,5000,2,329,-3.54667044043795,2.468715462519,5.91957274641148
"two_step_LS",0.9,5000,2,329,-1.3267908354974,1.1593894507052,4.95244758001218
"mRock",0.9,5000,2,329,0.100719745452011,-0.262062622580652,4.5487759379437
"two_step_Neyman",0.9,5000,2,33,-3.51446861695725,2.18297367924945,-1.30518115022301
"two_step_LS",0.9,5000,2,33,-1.06409996150632,0.987806156761787,-2.53622182597969
"mRock",0.9,5000,2,33,-0.25318735911486,0.17094381253736,-2.91866197869497
"two_step_Neyman",0.9,5000,2,330,-1.39828860185974,2.22141731039231,-2.79240387173641
"two_step_LS",0.9,5000,2,330,-2.53133856417367,1.01290492535721,-0.48280347948598
"mRock",0.9,5000,2,330,-0.325088920662954,0.45643376131158,-2.28161358189503
"two_step_Neyman",0.9,5000,2,331,0.651015678341573,-1.28548423980203,-1.33267240737425
"two_step_LS",0.9,5000,2,331,-0.690559560473509,-0.67582403619162,-0.634372922381246
"mRock",0.9,5000,2,331,0.0457238940972005,-0.242008683057703,-2.13349222840144
"two_step_Neyman",0.9,5000,2,333,-2.12769711347746,-2.2028760733836,3.22562373798952
"two_step_LS",0.9,5000,2,333,-3.08890545919211,0.37462901182394,1.66748688263732
"mRock",0.9,5000,2,333,0.337698162044919,-0.502612295102781,-1.1484454291696
"two_step_Neyman",0.9,5000,2,334,-4.74885867161525,5.27919433266707,-2.40379839401372
"two_step_LS",0.9,5000,2,334,-0.728654906569764,1.90131797015459,-3.00762086964752
"mRock",0.9,5000,2,334,-0.36823950943345,0.247261083455367,-2.14563458091298
"two_step_Neyman",0.9,5000,2,335,-1.37067940478912,1.11339451770126,0.835358111511539
"two_step_LS",0.9,5000,2,335,1.09662212712378,-1.34837930186564,0.849744327839502
"mRock",0.9,5000,2,335,0.257198686063957,-0.379697700733249,0.387122659000852
"two_step_Neyman",0.9,5000,2,336,1.08892911200524,-0.146465328711952,0.389319592444906
"two_step_LS",0.9,5000,2,336,-0.364939837230271,0.614511175542068,1.04430219324779
"mRock",0.9,5000,2,336,-0.157140997951038,-0.0121467297292424,1.0402344161273
"two_step_Neyman",0.9,5000,2,337,3.36608442894035,-3.28497262387425,-2.38294038543256
"two_step_LS",0.9,5000,2,337,3.61881777541251,-4.05142656812761,-1.90415388923303
"mRock",0.9,5000,2,337,0.842626357442808,-0.8706705068532,-2.75806020062562
"two_step_Neyman",0.9,5000,2,338,-1.87065591198125,-3.03144049922556,9.52117891928641
"two_step_LS",0.9,5000,2,338,-7.34836725589251,2.13510068648835,9.90478864738641
"mRock",0.9,5000,2,338,-0.128583938407074,-0.136305210084414,4.38578386117636
"two_step_Neyman",0.9,5000,2,34,-2.11873833319535,-0.732142777268216,5.0577717578857
"two_step_LS",0.9,5000,2,34,2.33741591623019,-2.88742804493871,2.80139569210547
"mRock",0.9,5000,2,34,-0.184343842665905,0.0238921034867472,2.19143880355351
"two_step_Neyman",0.9,5000,2,341,-2.74450117879121,1.7226903106018,2.48306146581696
"two_step_LS",0.9,5000,2,341,-3.34575759230875,2.32293354678466,2.49704570218111
"mRock",0.9,5000,2,341,0.0568550573424957,-0.124082720427305,1.46392989161346
"two_step_Neyman",0.9,5000,2,342,-2.14321111341134,0.650704588480975,1.58274854977597
"two_step_LS",0.9,5000,2,342,-0.891901830596941,0.0127390720726663,0.970348690031415
"mRock",0.9,5000,2,342,-0.328760733683199,0.174806618859713,0.0414316118955043
"two_step_Neyman",0.9,5000,2,344,0.348735064085299,-4.89379805045316,4.68265223950563
"two_step_LS",0.9,5000,2,344,-3.37786949845327,-1.3372092347561,4.87068987045186
"mRock",0.9,5000,2,344,0.190972098497586,-0.382463839618435,-0.340987030258859
"two_step_Neyman",0.9,5000,2,346,8.5788651756692,-2.62909271203689,-8.1356322464425
"two_step_LS",0.9,5000,2,346,6.16117487125603,-2.52345044153274,-5.79603011783232
"mRock",0.9,5000,2,346,0.183524207650164,-0.19830160615259,-3.16617917853426
"two_step_Neyman",0.9,5000,2,347,-1.8595454950979,1.37066894086866,4.77500119877992
"two_step_LS",0.9,5000,2,347,-1.55220887006017,0.319341494899767,5.65056352470222
"mRock",0.9,5000,2,347,-0.415321684477747,0.279516690245103,4.09032088503299
"two_step_Neyman",0.9,5000,2,348,-2.01804115788824,2.2247168873443,-5.34591881866544
"two_step_LS",0.9,5000,2,348,-1.22244442376785,0.57482515565438,-4.58251166238952
"mRock",0.9,5000,2,348,-0.159672059420595,0.0614033418084872,-5.45397291299579
"two_step_Neyman",0.9,5000,2,35,-3.97835170742315,4.90212366432831,-2.47726174203021
"two_step_LS",0.9,5000,2,35,-0.737850324197416,0.970086010790292,-1.66179925443261
"mRock",0.9,5000,2,35,-0.0950791810498837,0.358479051184167,-1.90127044077914
"two_step_Neyman",0.9,5000,2,351,3.37788857720751,1.1190324345943,-10.9336650493372
"two_step_LS",0.9,5000,2,351,0.888913601293314,2.59290368943166,-9.90914578958905
"mRock",0.9,5000,2,351,0.109080633455908,0.200602606970519,-7.60223716965847
"two_step_Neyman",0.9,5000,2,353,3.91031125839573,-4.08330652092862,-1.16360746590546
"two_step_LS",0.9,5000,2,353,2.25456751303363,-3.19826373489724,-0.357517907587933
"mRock",0.9,5000,2,353,0.0780810074720106,-0.229802779692405,-1.49246848220243
"two_step_Neyman",0.9,5000,2,354,7.33025107123214,-5.76577165294086,-3.11803980733181
"two_step_LS",0.9,5000,2,354,4.1054352638263,-3.58178123024303,-2.06016062777509
"mRock",0.9,5000,2,354,0.56189290959002,-0.41083925426861,-2.09987683197274
"two_step_Neyman",0.9,5000,2,356,1.29586155310813,-4.65421082762667,5.66796684836071
"two_step_LS",0.9,5000,2,356,2.3303539681627,-2.96632261422558,2.98183469465538
"mRock",0.9,5000,2,356,0.543258310005299,-0.58277284905526,2.14394114488225
"two_step_Neyman",0.9,5000,2,358,-1.27606013935287,-0.516658477309386,2.55330154464015
"two_step_LS",0.9,5000,2,358,1.13374568228242,-0.949552501043839,0.542847823099621
"mRock",0.9,5000,2,358,-0.143222721575627,-0.0546008912911708,0.671225953195318
"two_step_Neyman",0.9,5000,2,359,3.5502118981471,2.32007799814873,-7.94637569773332
"two_step_LS",0.9,5000,2,359,-0.110375087199697,3.44815125494379,-5.46570163704116
"mRock",0.9,5000,2,359,0.0739920219961503,0.345070273305109,-3.10072501785615
"two_step_Neyman",0.9,5000,2,36,-0.202356227865062,-0.0506393988325646,-0.756189730424751
"two_step_LS",0.9,5000,2,36,0.958136282111038,-0.386220323396304,-1.57537648279862
"mRock",0.9,5000,2,36,0.00864044222960914,-0.131829982633648,-1.08727014182229
"two_step_Neyman",0.9,5000,2,361,10.4206047148716,-5.39107131563261,-3.87740302551283
"two_step_LS",0.9,5000,2,361,4.52146104442478,-1.78831827488214,-1.60242462783424
"mRock",0.9,5000,2,361,1.29106029515156,-0.760742132657231,0.181064574712494
"two_step_Neyman",0.9,5000,2,362,-4.1687792744245,0.0713513020667031,4.86084233860427
"two_step_LS",0.9,5000,2,362,-5.5253817350809,2.00125068610119,4.29228973710028
"mRock",0.9,5000,2,362,0.00315255720509189,-0.238506042317121,0.393834840224187
"two_step_Neyman",0.9,5000,2,363,-4.33659930756972,2.3057295115839,0.851665733000758
"two_step_LS",0.9,5000,2,363,-0.992337282942231,1.58617458531862,-1.78787310105396
"mRock",0.9,5000,2,363,-0.307452621147165,0.183239096614712,-1.40127034766651
"two_step_Neyman",0.9,5000,2,364,2.2236823383702,1.51877098742581,-4.96302057863599
"two_step_LS",0.9,5000,2,364,2.76716594975386,-0.617550500874672,-3.31395022308838
"mRock",0.9,5000,2,364,-0.0033308569492263,-0.0434936376761983,-1.44293371292912
"two_step_Neyman",0.9,5000,2,365,5.27555230773671,-2.69335269945516,-5.0114904603187
"two_step_LS",0.9,5000,2,365,1.69189167773358,-0.477992218587201,-3.68948942225549
"mRock",0.9,5000,2,365,0.366472068426388,-0.161363174062097,-2.9013047600146
"two_step_Neyman",0.9,5000,2,37,-2.33273375437545,-0.779092562797789,3.98418461159751
"two_step_LS",0.9,5000,2,37,-1.35040805098724,-0.215724798998906,2.41164399324117
"mRock",0.9,5000,2,37,-0.117556464077057,-0.105683419122006,0.608314903687614
"two_step_Neyman",0.9,5000,2,370,6.27776916812072,-1.86035856699967,-6.4057980207814
"two_step_LS",0.9,5000,2,370,1.99269412633004,0.136739519952653,-4.14298770968601
"mRock",0.9,5000,2,370,0.0326828146222731,-0.00811549184275329,-2.39539548837902
"two_step_Neyman",0.9,5000,2,371,1.41545097817183,-0.694419803453545,-2.11525599166397
"two_step_LS",0.9,5000,2,371,0.523943274317239,-0.247549089939897,-1.6230414475105
"mRock",0.9,5000,2,371,0.000374159987245548,-0.0626603476565513,-1.38716484732271
"two_step_Neyman",0.9,5000,2,372,0.165390249611783,-1.01689078443243,-0.378730108757111
"two_step_LS",0.9,5000,2,372,2.44278152240556,-0.261290729626256,-3.3303446052435
"mRock",0.9,5000,2,372,0.356417212788974,-0.293802876546904,-1.60662838758797
"two_step_Neyman",0.9,5000,2,374,3.60206184096537,-0.29014861001765,-3.15976843560991
"two_step_LS",0.9,5000,2,374,-0.103851470981306,1.80529382169919,-1.64243140854816
"mRock",0.9,5000,2,374,-0.00913780555971666,-0.050881133302092,-0.173193711304592
"two_step_Neyman",0.9,5000,2,375,-1.18924536150436,2.73899876345102,-1.69378247317324
"two_step_LS",0.9,5000,2,375,0.533324621648791,0.410827538552081,-1.14569898747597
"mRock",0.9,5000,2,375,-0.387671934390537,0.442664603707419,-0.586308339514943
"two_step_Neyman",0.9,5000,2,376,4.0199370232538,-6.85191148443666,3.74445839432977
"two_step_LS",0.9,5000,2,376,4.94883367232427,-4.89203387150722,0.852141265826475
"mRock",0.9,5000,2,376,1.08005493643442,-0.981211859613716,0.482963145382172
"two_step_Neyman",0.9,5000,2,379,-1.65296577533042,2.15959385156911,-0.842674876168843
"two_step_LS",0.9,5000,2,379,-0.237308764136374,0.505304535555958,-0.543490059951822
"mRock",0.9,5000,2,379,-0.0441025322506432,0.196638304758723,-0.805755635997571
"two_step_Neyman",0.9,5000,2,380,1.58341923524662,-0.294707682799436,-3.37622160466776
"two_step_LS",0.9,5000,2,380,-1.1960666326939,1.35383298386452,-2.23065066250129
"mRock",0.9,5000,2,380,0.0859903234137516,0.0888284493621274,-2.51119826578631
"two_step_Neyman",0.9,5000,2,381,-1.50437036734431,0.91769040999979,1.71309818492919
"two_step_LS",0.9,5000,2,381,-0.876589457842348,1.80302018525743,0.162690932858638
"mRock",0.9,5000,2,381,-0.327036830511677,0.540784265936801,0.762949888014234
"two_step_Neyman",0.9,5000,2,382,0.106071853411986,-1.79857295713353,-0.995441341428773
"two_step_LS",0.9,5000,2,382,-3.23521863660893,0.900964882864647,-0.349228308204047
"mRock",0.9,5000,2,382,-0.0730940768707473,-0.0905813803557658,-2.9416251687007
"two_step_Neyman",0.9,5000,2,384,2.47527976048765,-2.26691489270257,3.44444316906419
"two_step_LS",0.9,5000,2,384,2.24493572596446,-2.69240008827057,4.08735992495617
"mRock",0.9,5000,2,384,-0.0326829993143862,-0.114569922518505,3.37167258905667
"two_step_Neyman",0.9,5000,2,385,1.7137771406506,0.292640120780289,-1.47329656146461
"two_step_LS",0.9,5000,2,385,3.44384755778768,-2.15610218862354,-0.686206169913916
"mRock",0.9,5000,2,385,0.414934319731769,-0.0945779777214368,0.0769651114267873
"two_step_Neyman",0.9,5000,2,386,-2.70330370501329,-0.347108514966192,2.16819752189514
"two_step_LS",0.9,5000,2,386,-1.42241946413075,-0.247006162517852,0.764596476090773
"mRock",0.9,5000,2,386,0.226446623152599,-0.195822328734327,-1.25216045427634
"two_step_Neyman",0.9,5000,2,387,-1.09359235835531,1.23389516105688,-2.05106924036387
"two_step_LS",0.9,5000,2,387,-0.899098802050729,0.905497509514638,-1.91326255495781
"mRock",0.9,5000,2,387,0.332897701155187,-0.429086419167206,-2.67104354097974
"two_step_Neyman",0.9,5000,2,39,3.71070945355121,0.080834801025885,-3.74771078862543
"two_step_LS",0.9,5000,2,39,4.13349486904134,0.221237410743103,-4.29307066841029
"mRock",0.9,5000,2,39,-0.0246538866488022,0.0147587909767561,-0.59425073090928
"two_step_Neyman",0.9,5000,2,390,-6.6674606730419,4.6969408989529,0.695710440370632
"two_step_LS",0.9,5000,2,390,-1.07417571194231,-0.460947903517319,0.248723813764983
"mRock",0.9,5000,2,390,-0.226075667563028,0.330377425116458,-1.77048530042532
"two_step_Neyman",0.9,5000,2,391,-2.96754688499326,0.133849082501334,9.52282676861887
"two_step_LS",0.9,5000,2,391,-3.07042191659274,2.96919961048264,6.88162638945727
"mRock",0.9,5000,2,391,-0.201739919986073,0.0494567732297289,6.56865868049445
"two_step_Neyman",0.9,5000,2,394,2.2493227820859,-2.89112770210343,1.60890423649298
"two_step_LS",0.9,5000,2,394,4.42802699526205,-3.91803205443437,0.438193032008542
"mRock",0.9,5000,2,394,0.611664760506722,-0.618818470379556,0.676009757622879
"two_step_Neyman",0.9,5000,2,395,-1.53655567519132,-1.49569463438164,4.23038550604029
"two_step_LS",0.9,5000,2,395,-0.656333426184764,0.190425224048812,1.53931011560249
"mRock",0.9,5000,2,395,0.196392266642495,-0.201474938244303,1.02509128802389
"two_step_Neyman",0.9,5000,2,396,0.664300473024525,1.64540893651847,-5.49259237255959
"two_step_LS",0.9,5000,2,396,1.82319271310921,-1.2310068370856,-3.83911595581293
"mRock",0.9,5000,2,396,-0.210679219834651,0.330111909925144,-3.61033105075542
"two_step_Neyman",0.9,5000,2,398,-0.548888797079302,-2.72407323025428,5.2692693234484
"two_step_LS",0.9,5000,2,398,-1.50807349505008,-1.46891861846516,4.92671245660904
"mRock",0.9,5000,2,398,-0.167535323237617,-0.0976154451452316,1.88718078563743
"two_step_Neyman",0.9,5000,2,399,1.15741668892565,-3.28675568343909,-0.592833406359972
"two_step_LS",0.9,5000,2,399,-5.21650315473196,-0.25811552544397,2.69633413103818
"mRock",0.9,5000,2,399,-0.111472507060179,0.0241083493891141,-3.36691399136581
"two_step_Neyman",0.9,5000,2,40,3.98919098477889,-0.209336192673399,-1.50720783800216
"two_step_LS",0.9,5000,2,40,-1.65360391552529,1.92656443809847,1.96495338546265
"mRock",0.9,5000,2,40,0.198003472984211,0.082973999666236,1.45715355833589
"two_step_Neyman",0.9,5000,2,400,2.63906035229076,-3.09826172154629,2.36810879324834
"two_step_LS",0.9,5000,2,400,5.05522134555528,-4.0414697039495,0.946351232580923
"mRock",0.9,5000,2,400,0.494901806446466,-0.651088673934372,1.71742843659111
"two_step_Neyman",0.9,5000,2,402,-0.186867461529315,0.338911088910274,-0.277118513465823
"two_step_LS",0.9,5000,2,402,0.944744204768747,-0.524994583485317,-0.65098467484863
"mRock",0.9,5000,2,402,-0.138614108023875,-0.0213775131794605,-0.165475253422287
"two_step_Neyman",0.9,5000,2,403,5.86439701124376,-3.15561867031184,-0.541065928088472
"two_step_LS",0.9,5000,2,403,1.78464119643485,0.189071826312332,0.183010098564921
"mRock",0.9,5000,2,403,0.299375481845244,-0.154018658456793,1.41561693946035
"two_step_Neyman",0.9,5000,2,404,3.25369582067908,-1.45433433543436,-5.84504705045667
"two_step_LS",0.9,5000,2,404,4.64397311236305,-3.28223515483741,-5.38998698724191
"mRock",0.9,5000,2,404,0.240444833083035,0.00426725949957296,-4.54095083657299
"two_step_Neyman",0.9,5000,2,405,5.28362245399948,-3.59741612145362,-2.82081446645931
"two_step_LS",0.9,5000,2,405,3.78962741925086,-2.75378034610115,-2.13324090503718
"mRock",0.9,5000,2,405,0.219175911666492,-0.297868455337331,-1.34849124570999
"two_step_Neyman",0.9,5000,2,406,-1.22184143083874,1.44694569423906,-0.0660579378522925
"two_step_LS",0.9,5000,2,406,1.89598088188018,-0.0315377285300418,-1.69994447258927
"mRock",0.9,5000,2,406,-0.243329593903186,0.248278970757004,-0.148626506200685
"two_step_Neyman",0.9,5000,2,407,-8.04608050136726,2.88478729581119,7.29554802181801
