"Method","tau","n","p","seed","beta0","beta1","beta2"
"two_step_Neyman",0.9,1000,2,46,-4.94477025909503,4.26748098134256,10.3664004835792
"two_step_LS",0.9,1000,2,46,-3.95187375223337,3.12533172122537,10.7043115267442
"mRock",0.9,1000,2,46,-1.04221696326229,1.27637535609211,7.37456968355843
"two_step_Neyman",0.9,1000,2,460,-12.6741276546181,9.9816551396148,0.0763899296987347
"two_step_LS",0.9,1000,2,460,-8.29286356658431,10.7598505744225,-5.21682254970699
"mRock",0.9,1000,2,460,-1.35686692390917,0.786372310772789,-5.46110858737073
"two_step_Neyman",0.9,1000,2,461,20.5870281371253,-12.2065388797939,-12.1532749122261
"two_step_LS",0.9,1000,2,461,7.90169206069107,-6.28026156282028,-5.1617539575482
"mRock",0.9,1000,2,461,3.10975100918267,-2.49118085184673,-5.96653220828655
"two_step_Neyman",0.9,1000,2,462,15.315500313382,-8.96618232516116,-6.37958282313785
"two_step_LS",0.9,1000,2,462,16.8741971910837,-10.6441660891997,-6.28965858517347
"mRock",0.9,1000,2,462,2.75667988835945,-1.82571572801,-4.35564759730062
"two_step_Neyman",0.9,1000,2,463,-11.3027206603297,4.0235299097663,8.09220013585634
"two_step_LS",0.9,1000,2,463,-3.31765328684724,-6.81746556572668,11.4599260203417
"mRock",0.9,1000,2,463,-1.38476263574226,1.28131424397268,-2.57815995269981
"two_step_Neyman",0.9,1000,2,464,-6.87571145172148,7.2501510358543,-0.684133131946567
"two_step_LS",0.9,1000,2,464,-4.70719736753094,5.20000243018524,-0.644236683867419
"mRock",0.9,1000,2,464,-0.486100566781586,0.556012246335359,-1.52326570185882
"two_step_Neyman",0.9,1000,2,465,-8.71051347193163,7.45418840159027,1.61466707707835
"two_step_LS",0.9,1000,2,465,-4.31682137987953,7.57323601830448,-2.8992631078569
"mRock",0.9,1000,2,465,-0.94911291439543,1.02276399226872,-2.18557718834296
"two_step_Neyman",0.9,1000,2,466,1.01901797292188,0.900405974179788,0.0195818199263584
"two_step_LS",0.9,1000,2,466,5.14197985240232,-3.45646176798951,0.224712257538371
"mRock",0.9,1000,2,466,0.572192829058961,-0.529277412738929,0.347147029059229
"two_step_Neyman",0.9,1000,2,467,3.44150131557347,8.55113207191955,-15.5617012299975
"two_step_LS",0.9,1000,2,467,-3.04365247666731,6.84108655575374,-7.32455198771592
"mRock",0.9,1000,2,467,-1.01469364291791,2.80101982683248,-6.48434992282965
"two_step_Neyman",0.9,1000,2,468,-16.8711835842693,12.8380805153511,5.52613229846882
"two_step_LS",0.9,1000,2,468,-2.59199516296689,2.22238145793258,2.0652608708015
"mRock",0.9,1000,2,468,-0.138716754245459,0.630000886030628,-0.212134811809321
"two_step_Neyman",0.9,1000,2,469,-5.85344772207001,1.50143371397349,8.12827509392507
"two_step_LS",0.9,1000,2,469,0.00867254845927956,-1.11078083708864,4.82268086894734
"mRock",0.9,1000,2,469,-0.61928263822489,0.632225157503206,2.1153988320974
"two_step_Neyman",0.9,1000,2,47,1.65252260426103,5.110172450036,-12.9343496264109
"two_step_LS",0.9,1000,2,47,3.01430136051042,4.18296925221496,-13.5755789948771
"mRock",0.9,1000,2,47,-0.400125411344442,1.01276725337607,-8.23711335635981
"two_step_Neyman",0.9,1000,2,470,1.42961214172031,-3.128740286715,-2.90210833523284
"two_step_LS",0.9,1000,2,470,-0.0744439818030145,-1.34871150616066,-3.30680585294272
"mRock",0.9,1000,2,470,0.623625246353364,-0.811696680945553,-5.68617769202932
"two_step_Neyman",0.9,1000,2,471,1.7848561087608,-1.39128440160176,1.07430510432563
"two_step_LS",0.9,1000,2,471,-1.91097237705933,2.01349277608845,1.61081377976424
"mRock",0.9,1000,2,471,1.356396064338,-1.11643127715985,-0.533106066958993
"two_step_Neyman",0.9,1000,2,472,-1.12843028969812,-2.33062310348707,2.58417059900073
"two_step_LS",0.9,1000,2,472,-3.95986273049947,-0.587059185208971,3.69987812713067
"mRock",0.9,1000,2,472,-0.395003721425161,0.0325891841781578,-3.54856536181327
"two_step_Neyman",0.9,1000,2,473,-7.01594740464018,2.71161718367006,6.83876609000515
"two_step_LS",0.9,1000,2,473,-5.61147585975136,-0.18920015460604,8.4901621720568
"mRock",0.9,1000,2,473,-0.83277669766767,0.35468233906598,-0.0449954138840383
"two_step_Neyman",0.9,1000,2,474,-9.61469397759681,2.3541516815524,0.0239335930566256
"two_step_LS",0.9,1000,2,474,0.572537568158982,-7.26990220466983,-0.451768342503328
"mRock",0.9,1000,2,474,-0.45120885044157,0.0655801588027609,-9.54586973438229
"two_step_Neyman",0.9,1000,2,475,4.95563435749424,-4.95519734553318,-2.85836142381845
"two_step_LS",0.9,1000,2,475,9.0177141707873,-10.101623649137,-1.7896487776792
"mRock",0.9,1000,2,475,0.0687311493342477,-0.667007810585015,-2.94553253128964
"two_step_Neyman",0.9,1000,2,476,1.25466934470923,5.60466501370549,-2.10670973358256
"two_step_LS",0.9,1000,2,476,-0.912047170581018,5.41030054239892,0.373275886581297
"mRock",0.9,1000,2,476,-1.27994611799978,1.03411638574596,1.65316795833282
"two_step_Neyman",0.9,1000,2,477,10.9095078524398,-13.0860308438417,-0.787479410336687
"two_step_LS",0.9,1000,2,477,4.66914857356029,-13.8561652752675,6.23131527895428
"mRock",0.9,1000,2,477,1.38616299092893,-1.47221522559324,-5.41909809794194
"two_step_Neyman",0.9,1000,2,478,2.45410319633802,-17.5749963970913,35.0477855246702
"two_step_LS",0.9,1000,2,478,7.92707613507091,-6.60968916281895,18.990280922645
"mRock",0.9,1000,2,478,1.14083242823307,-1.40427090310901,17.3227111648582
"two_step_Neyman",0.9,1000,2,479,-2.16911662999343,4.00102797012416,-8.1179137887236
"two_step_LS",0.9,1000,2,479,-2.13140081531695,2.7185373249842,-7.00402355453333
"mRock",0.9,1000,2,479,-1.2030679012456,1.31525796668141,-7.47544745008945
"two_step_Neyman",0.9,1000,2,48,-14.4987344755365,3.84427498066535,19.5793455779231
"two_step_LS",0.9,1000,2,48,-5.58590969128453,1.64201141555603,12.3488763251002
"mRock",0.9,1000,2,48,-0.00987156837109282,-0.026135300027303,6.75064023454134
"two_step_Neyman",0.9,1000,2,480,10.1387278692955,-6.26321197151289,-7.30678808839566
"two_step_LS",0.9,1000,2,480,4.5144561515654,-8.64606368641084,0.781244135481629
"mRock",0.9,1000,2,480,0.638965966769858,-0.571189124561906,-5.06084973333724
"two_step_Neyman",0.9,1000,2,481,10.132810510265,-7.18079434069788,-3.53899213685148
"two_step_LS",0.9,1000,2,481,5.55407536377281,-2.03823717988151,-3.99341588481164
"mRock",0.9,1000,2,481,1.95514915646041,-1.03578500576631,-2.82257142635996
"two_step_Neyman",0.9,1000,2,482,-5.19128403119822,1.91878844201632,6.36574078437663
"two_step_LS",0.9,1000,2,482,-0.531070980129527,-0.888908667379282,4.30896480245767
"mRock",0.9,1000,2,482,-0.315235783735689,0.148520671934611,1.83024056205086
"two_step_Neyman",0.9,1000,2,483,16.3767354201948,-7.77279274740414,-9.60668504933807
"two_step_LS",0.9,1000,2,483,7.88012295047495,-2.66042801937054,-6.1094260123517
"mRock",0.9,1000,2,483,1.78517371720938,-0.89349888026088,-4.58221839810651
"two_step_Neyman",0.9,1000,2,484,11.2851897249579,-4.06584326467185,1.77775801712085
"two_step_LS",0.9,1000,2,484,2.77774339679914,-5.3825598264451,12.0836010088057
"mRock",0.9,1000,2,484,1.0739452596889,-0.836097157591378,6.47746468766233
"two_step_Neyman",0.9,1000,2,485,-10.1475197684402,10.4750280145565,5.88061147021916
"two_step_LS",0.9,1000,2,485,-15.0961934036507,11.366657860751,10.3522957040629
"mRock",0.9,1000,2,485,-0.890710567500806,1.71071544058624,2.3536839126398
"two_step_Neyman",0.9,1000,2,486,16.8364428549558,-6.69697083947004,-16.3570112668607
"two_step_LS",0.9,1000,2,486,12.4974762247812,-6.44827038825376,-12.5457332327065
"mRock",0.9,1000,2,486,2.38669445528454,-1.6494211374996,-8.39459755553321
"two_step_Neyman",0.9,1000,2,487,15.6464286841214,-18.2593988147041,1.07647386858885
"two_step_LS",0.9,1000,2,487,14.5255971187932,-14.6608532694089,-1.20247919077072
"mRock",0.9,1000,2,487,1.18122406259067,-1.3277212808572,-4.22876473735003
"two_step_Neyman",0.9,1000,2,488,8.8163337376732,-5.41256470203649,-3.44139142796713
"two_step_LS",0.9,1000,2,488,2.91774086079103,-3.19777837089189,0.116800392993881
"mRock",0.9,1000,2,488,0.866460706282878,-0.955954096286683,-1.37184514169628
"two_step_Neyman",0.9,1000,2,489,9.55317439742076,-13.2125284172286,13.1788185632172
"two_step_LS",0.9,1000,2,489,11.5233650952573,-6.90129262960868,5.25143132613576
"mRock",0.9,1000,2,489,1.00282322208173,-1.1318773860361,8.61119735451307
"two_step_Neyman",0.9,1000,2,49,-11.3591948875005,11.4021596176825,4.23102290212108
"two_step_LS",0.9,1000,2,49,-7.17700615586395,7.49766030301543,3.75682333759448
"mRock",0.9,1000,2,49,-0.686068053275564,0.580705527597294,4.16791786629561
"two_step_Neyman",0.9,1000,2,490,16.0579563296082,-12.5412386905318,-0.513620809031295
"two_step_LS",0.9,1000,2,490,15.5374222348225,-9.93168144580829,-2.73164723828965
"mRock",0.9,1000,2,490,2.34754416667715,-1.75199311708983,0.835729503974704
"two_step_Neyman",0.9,1000,2,491,-10.6255041876365,12.0536558104719,-2.31599230225896
"two_step_LS",0.9,1000,2,491,-5.74503458875115,8.39121268554069,-3.63409110890041
"mRock",0.9,1000,2,491,-0.487925654973075,1.06923161419398,-3.5133387516773
"two_step_Neyman",0.9,1000,2,492,-6.46366436488516,6.50340234699009,1.38866999770335
"two_step_LS",0.9,1000,2,492,-2.46281758183682,4.97651550753869,-1.16798514770117
"mRock",0.9,1000,2,492,-0.146603923118542,1.11786550500372,-2.1727122156441
"two_step_Neyman",0.9,1000,2,493,3.45865362571683,0.986805418147192,-4.0358242792466
"two_step_LS",0.9,1000,2,493,7.21245878417881,-1.50720424026776,-5.36512428389622
"mRock",0.9,1000,2,493,0.556641557540216,-0.107531297659869,-2.0920747274604
"two_step_Neyman",0.9,1000,2,494,-3.7012041640933,6.77709972695505,-0.192346757663117
"two_step_LS",0.9,1000,2,494,-1.4459866495037,3.86633424483893,0.440060426219219
"mRock",0.9,1000,2,494,-0.118198260226003,0.195282218378421,0.46049236842984
"two_step_Neyman",0.9,1000,2,495,-13.3370611775893,-3.44117028515388,31.492125921615
"two_step_LS",0.9,1000,2,495,-2.26019919614148,-11.7196888789576,28.7750533118861
"mRock",0.9,1000,2,495,-0.37982826404185,0.180771130240151,10.5657658084384
"two_step_Neyman",0.9,1000,2,496,-10.5731837009772,-6.14345719373816,35.4060117043236
"two_step_LS",0.9,1000,2,496,-1.53334514149621,-7.70257071212922,28.3659391565178
"mRock",0.9,1000,2,496,-0.275987297112829,-0.260654237781861,16.4561842223683
"two_step_Neyman",0.9,1000,2,497,-1.84136112129195,-1.44452226818063,6.44548227265408
"two_step_LS",0.9,1000,2,497,-3.32703898311704,-4.88731964560347,11.3684760857762
"mRock",0.9,1000,2,497,-0.51681064962875,0.833076494921154,0.622913199696114
"two_step_Neyman",0.9,1000,2,498,-7.22677782622563,8.64440693856685,-5.77248303249131
"two_step_LS",0.9,1000,2,498,-4.84258303788575,1.30312746162814,-0.948799860755088
"mRock",0.9,1000,2,498,-0.44875471208161,0.320840840461828,-5.480668558183
"two_step_Neyman",0.9,1000,2,499,-1.1443232332292,-0.885833841170047,1.27151798756201
"two_step_LS",0.9,1000,2,499,0.255105244157511,-1.61508988116276,0.464479699594776
"mRock",0.9,1000,2,499,0.340659418687535,-0.202175916725183,-2.39112805362892
"two_step_Neyman",0.9,1000,2,5,9.9133632752006,-3.32989374753832,-2.32535800672257
"two_step_LS",0.9,1000,2,5,-3.53322200619697,-1.79724155828254,9.66333454726382
"mRock",0.9,1000,2,5,0.113997256515786,-0.322236357736793,1.03355254004671
"two_step_Neyman",0.9,1000,2,50,4.12296099910042,-4.81955555815522,1.82283788455585
"two_step_LS",0.9,1000,2,50,4.21743737231528,-3.77166455857748,0.697452789790134
"mRock",0.9,1000,2,50,0.422100052786275,-0.288360507944782,-0.181037710091346
"two_step_Neyman",0.9,1000,2,500,6.36547981316442,-2.6490299730021,-12.4331786724967
"two_step_LS",0.9,1000,2,500,-0.54703218741026,0.532215800704969,-8.94572831980589
"mRock",0.9,1000,2,500,0.829591751293391,-1.05970328824317,-9.45381524847717
"two_step_Neyman",0.9,1000,2,51,-5.82678474696304,7.6015430862572,-4.90406538162024
"two_step_LS",0.9,1000,2,51,-1.20320588858554,-0.329049559689068,-1.62970112685906
"mRock",0.9,1000,2,51,-0.682245650818058,1.41909394868908,-5.1380221911969
"two_step_Neyman",0.9,1000,2,52,-4.18236892059193,2.05682241175643,-3.62893319560949
"two_step_LS",0.9,1000,2,52,-2.16962804153236,2.77626467653198,-6.31077997714863
"mRock",0.9,1000,2,52,-0.386147585454745,0.49317713773619,-7.30399543557569
"two_step_Neyman",0.9,1000,2,53,-0.820478252970217,-3.1349555403439,7.31181081123145
"two_step_LS",0.9,1000,2,53,-0.482387648523373,-1.59724741544997,5.1834717616143
"mRock",0.9,1000,2,53,-0.122801352876714,0.0860550063151426,1.2164366795615
"two_step_Neyman",0.9,1000,2,54,1.47875111197258,0.77413674756573,-4.3992093915564
"two_step_LS",0.9,1000,2,54,1.08798167129269,2.63769038357076,-6.04314769075486
"mRock",0.9,1000,2,54,-0.185880493033173,0.0518326457894549,-4.07344590248385
"two_step_Neyman",0.9,1000,2,55,-8.38033463551304,8.34561115171204,-3.71241420006021
"two_step_LS",0.9,1000,2,55,-11.2687507664986,9.28535523256722,-1.64569679490685
"mRock",0.9,1000,2,55,-0.385391165521158,0.738513328804194,-7.02534905887944
"two_step_Neyman",0.9,1000,2,56,-23.9960570171467,17.3112357641309,6.56532465132265
"two_step_LS",0.9,1000,2,56,-11.1388922520464,6.22407803872734,4.83222361971812
"mRock",0.9,1000,2,56,-1.03897430545958,1.29906391329807,-2.16757423709831
"two_step_Neyman",0.9,1000,2,57,5.0219936866817,-0.562995694449073,-6.20075107074942
"two_step_LS",0.9,1000,2,57,4.91833982731379,-2.6663130107389,-3.94666014081967
"mRock",0.9,1000,2,57,-0.351673124500105,0.5210248779158,-4.18702706686256
"two_step_Neyman",0.9,1000,2,58,4.99148295174589,-6.35075335528461,1.45490366611919
"two_step_LS",0.9,1000,2,58,7.73661676785397,-7.01562318493017,-0.572689108078166
"mRock",0.9,1000,2,58,0.703670208761325,-0.554106220048998,-1.08028829785189
"two_step_Neyman",0.9,1000,2,59,-7.53472872316846,1.79589342362434,1.77985597017735
"two_step_LS",0.9,1000,2,59,-9.7326823434128,4.6782715597737,1.31383446272396
"mRock",0.9,1000,2,59,-0.393251692671166,0.0343743403704435,-5.55453367872389
"two_step_Neyman",0.9,1000,2,6,1.07816788159598,-3.95197182366769,6.90744307892302
"two_step_LS",0.9,1000,2,6,-1.18541490316242,-0.968530300438617,6.23263792808216
"mRock",0.9,1000,2,6,-0.199393703728956,-0.306726079680647,2.07789565397204
"two_step_Neyman",0.9,1000,2,60,-4.80009082549201,-5.02760330763621,15.15096490088
"two_step_LS",0.9,1000,2,60,1.76787295039575,-1.62813996013103,5.22066964352244
"mRock",0.9,1000,2,60,-0.852143739019759,0.071074925983281,3.88462178138683
"two_step_Neyman",0.9,1000,2,61,13.6889007769564,0.838065387037798,-10.2739469913999
"two_step_LS",0.9,1000,2,61,10.1813057818622,0.408238282998808,-6.07023374728932
"mRock",0.9,1000,2,61,1.32390563711817,-0.14003940955356,0.179570235368274
"two_step_Neyman",0.9,1000,2,62,10.6797049245806,-9.08510180253169,6.95569314022009
"two_step_LS",0.9,1000,2,62,9.48916248120879,-7.37883114152394,6.51089447353516
"mRock",0.9,1000,2,62,1.72492896560982,-1.58408048684329,7.14468540023718
"two_step_Neyman",0.9,1000,2,63,3.46259117780162,0.00219230157526162,-9.7702887909447
"two_step_LS",0.9,1000,2,63,-4.39008626246817,2.69980008435077,-4.67510650247769
"mRock",0.9,1000,2,63,-0.338231341949212,0.432635211087604,-7.3858390993894
"two_step_Neyman",0.9,1000,2,64,-4.94031756488818,2.30611358899469,5.30092004335656
"two_step_LS",0.9,1000,2,64,-5.57392940089898,5.65682710757319,2.64777202376071
"mRock",0.9,1000,2,64,-0.245136071172871,0.557782304790957,0.858883555117828
"two_step_Neyman",0.9,1000,2,65,-5.21860261579875,7.26457017064775,-10.0072378319133
"two_step_LS",0.9,1000,2,65,-3.82853813206295,5.26280949819265,-9.47331466670876
"mRock",0.9,1000,2,65,0.136469127623799,0.49659739093197,-10.0365213676494
"two_step_Neyman",0.9,1000,2,66,4.29904549505199,3.62375846342104,-14.3021248679057
"two_step_LS",0.9,1000,2,66,8.26703131942372,-1.7899241946169,-12.7069891170577
"mRock",0.9,1000,2,66,0.418423679594374,-0.250225249515397,-8.35738533215103
"two_step_Neyman",0.9,1000,2,67,8.16677814959547,-2.32926028672339,-7.52024879218853
"two_step_LS",0.9,1000,2,67,10.0459836512036,-3.69997301593075,-8.10481204062046
"mRock",0.9,1000,2,67,1.09757334596491,-0.963174932658434,-3.65888735717687
"two_step_Neyman",0.9,1000,2,68,14.567603247476,1.60870259805675,-19.9530600076125
"two_step_LS",0.9,1000,2,68,14.9528667763729,-0.131114366232254,-18.8387161402852
"mRock",0.9,1000,2,68,0.813395485009165,0.473757903080248,-9.60350959051227
"two_step_Neyman",0.9,1000,2,69,-9.52361997200875,7.99193930223318,-2.16518768998763
"two_step_LS",0.9,1000,2,69,-11.8879500552648,11.5149419128119,-3.28354218023482
"mRock",0.9,1000,2,69,-0.795016598586942,0.974803357964537,-6.35207687402361
"two_step_Neyman",0.9,1000,2,7,-15.771598411426,13.8485744430154,5.88150522025852
"two_step_LS",0.9,1000,2,7,-6.11718455546867,8.58732039785939,1.61321883523273
"mRock",0.9,1000,2,7,-1.83776083077778,2.41954449956525,1.93166794334149
"two_step_Neyman",0.9,1000,2,70,-2.72850278577245,8.18587799888441,-6.32452405474483
"two_step_LS",0.9,1000,2,70,-10.2665326443639,7.18915753936154,2.36945939236334
"mRock",0.9,1000,2,70,-1.03109782504763,1.17619526710658,-2.57378859662148
"two_step_Neyman",0.9,1000,2,71,-6.72156755630002,-6.74103180307886,20.5497533261629
"two_step_LS",0.9,1000,2,71,-0.519654445446978,-2.44649196869577,9.73032970159633
"mRock",0.9,1000,2,71,0.457696788115106,-0.756083677285136,4.50736514925957
"two_step_Neyman",0.9,1000,2,72,-6.89627785727475,2.69882848022138,2.13345325999705
"two_step_LS",0.9,1000,2,72,-1.85766401830408,0.995052121830775,-0.96794301511531
"mRock",0.9,1000,2,72,-0.551074327684541,-0.0222872237922878,-1.53514484411026
"two_step_Neyman",0.9,1000,2,73,10.7180002675788,-11.1036899598564,0.889585861224589
"two_step_LS",0.9,1000,2,73,16.5553644769498,-15.4822737059009,-0.412593281882579
"mRock",0.9,1000,2,73,2.53243628403296,-1.46055458340487,-2.1839410946052
"two_step_Neyman",0.9,1000,2,74,4.46283541419949,0.303068731073336,0.454874634052445
"two_step_LS",0.9,1000,2,74,6.45695082103684,1.43768651069154,-2.64679106117639
"mRock",0.9,1000,2,74,0.30459239166465,-0.0223745550122199,1.63591091282565
"two_step_Neyman",0.9,1000,2,75,2.47126778956505,-6.2325611781215,4.80913894503317
"two_step_LS",0.9,1000,2,75,-4.50246017394474,2.19486173053162,3.2304850227984
"mRock",0.9,1000,2,75,-0.0611840324573674,-0.0930938086156305,-2.24905226174727
"two_step_Neyman",0.9,1000,2,76,6.48007438341724,-2.40650312846986,-5.83526104274912
"two_step_LS",0.9,1000,2,76,5.74862133348613,-3.85088995812006,-3.7360455089253
"mRock",0.9,1000,2,76,-0.0729827590113556,0.405756590831083,-3.19222527078112
"two_step_Neyman",0.9,1000,2,77,0.935357227655099,1.61072456893278,-2.2347054741645
"two_step_LS",0.9,1000,2,77,-0.277884850641526,-3.50967793677159,4.33563136879172
"mRock",0.9,1000,2,77,-0.0621350540117707,-0.252816869000792,-1.23753510117253
"two_step_Neyman",0.9,1000,2,78,8.64544536620957,-8.63534062119358,-5.29005829954308
"two_step_LS",0.9,1000,2,78,10.3076383314762,-7.1144614489263,-8.35986768802141
"mRock",0.9,1000,2,78,1.1934693305444,-0.721053410674558,-7.53041371462801
"two_step_Neyman",0.9,1000,2,79,-16.4838851299269,9.72545698440635,14.5521610130233
"two_step_LS",0.9,1000,2,79,-5.20882136795242,2.34698426357024,10.9766149149591
"mRock",0.9,1000,2,79,-1.12132689342685,1.19278584444911,6.2694200979066
"two_step_Neyman",0.9,1000,2,8,-3.46927330544437,0.569097245545774,9.06200064616544
"two_step_LS",0.9,1000,2,8,-1.35673947583028,2.06487538158163,5.36403500333049
"mRock",0.9,1000,2,8,-0.252348251088017,0.0120236096267248,4.40888732599885
"two_step_Neyman",0.9,1000,2,80,7.24893016102266,-4.33146452366516,-4.28893638824154
"two_step_LS",0.9,1000,2,80,-0.445086760493841,-4.18998206467722,3.6527548064176
"mRock",0.9,1000,2,80,0.363583769156731,-0.647050906497364,-2.09936642002842
"two_step_Neyman",0.9,1000,2,81,0.343290331582939,0.459125433879394,-3.96791582276951
