"Method","tau","n","p","seed","K","beta0","beta1","time"
"mRock_kNN_bs_Neyman",0.9,10000,1,202,921,0.0167605286570847,-0.0221013153604197,84.678
"mRock_kNN_local_linear_Neyman",0.9,10000,1,202,921,0.0162019225597707,-0.0239881032914697,67.236
"mRock_kNN_global_linear_Neyman",0.9,10000,1,202,921,0.0177958610711273,-0.0222217496864157,70.802
"two_step_Neyman",0.9,10000,1,202,NA,0.0369434351203655,-0.0337601424118144,0.0620000000000118
"two_step_LS",0.9,10000,1,202,NA,0.0273131858131241,-0.0289875750339466,0.01400000000001
"mRock_kNN_bs_Neyman",0.9,10000,1,203,461,0.00762524293988043,-0.00709488762971677,92.652
"mRock_kNN_local_linear_Neyman",0.9,10000,1,203,461,0.00749918543869166,-0.0114847062300631,75.132
"mRock_kNN_global_linear_Neyman",0.9,10000,1,203,461,0.0075935289472906,-0.00701311537757254,78.947
"mRock_kNN_bs_Neyman",0.9,10000,1,203,921,0.0079856830987719,-0.00780098086059899,89.345
"mRock_kNN_local_linear_Neyman",0.9,10000,1,203,921,0.00757485746168185,-0.00918206842462777,68.819
"mRock_kNN_global_linear_Neyman",0.9,10000,1,203,921,0.00775176493748475,-0.00755866657487703,75.193
"two_step_Neyman",0.9,10000,1,203,NA,0.0067804101817035,-0.00749531580149609,0.0640000000000214
"two_step_LS",0.9,10000,1,203,NA,0.00224964014692386,-0.00526539346546029,0.0179999999999723
"mRock_kNN_bs_Neyman",0.9,10000,1,204,461,0.0133236256950433,-0.00966254577262315,92.03
"mRock_kNN_local_linear_Neyman",0.9,10000,1,204,461,0.00954014544467752,-0.0130054262131849,75.044
"mRock_kNN_global_linear_Neyman",0.9,10000,1,204,461,0.0131164056340509,-0.00925602693037542,78.635
"mRock_kNN_bs_Neyman",0.9,10000,1,204,921,0.01330453823342,-0.0100703426022171,88.283
"mRock_kNN_local_linear_Neyman",0.9,10000,1,204,921,0.0112965790187312,-0.0119444209818043,68.64
"mRock_kNN_global_linear_Neyman",0.9,10000,1,204,921,0.0131130158089992,-0.00980146396025194,74.88
"two_step_Neyman",0.9,10000,1,204,NA,0.0149965271157135,-0.0111137869672682,0.0690000000000168
"two_step_LS",0.9,10000,1,204,NA,0.00874592857938938,-0.00797813140241077,0.0230000000000246
"mRock_kNN_bs_Neyman",0.9,10000,1,205,461,0.00189821234287013,0.000222805671102222,83.855
"mRock_kNN_local_linear_Neyman",0.9,10000,1,205,461,0.00187064483164368,-0.00514402283671611,69.93
"mRock_kNN_global_linear_Neyman",0.9,10000,1,205,461,0.0021539246687412,0.000418690457847593,70.462
"mRock_kNN_bs_Neyman",0.9,10000,1,205,921,0.00298318602576941,-0.00132815695401778,81.796
"mRock_kNN_local_linear_Neyman",0.9,10000,1,205,921,0.00299753590098883,-0.00416281512831906,63.92
"mRock_kNN_global_linear_Neyman",0.9,10000,1,205,921,0.00312853065401941,-0.00111344034848226,68.307
"two_step_Neyman",0.9,10000,1,205,NA,0.0101208059296312,-0.00595112990164948,0.0579999999999927
"two_step_LS",0.9,10000,1,205,NA,0.00367226039892166,-0.00275750150367537,0.0130000000000337
"mRock_kNN_bs_Neyman",0.9,10000,1,206,461,-0.00482809098564396,-0.0101198377126219,83.163
"mRock_kNN_local_linear_Neyman",0.9,10000,1,206,461,-0.00722484226576769,-0.0125378116522112,70.211
"mRock_kNN_global_linear_Neyman",0.9,10000,1,206,461,-0.004589707399554,-0.0100008551557398,70.227
"mRock_kNN_bs_Neyman",0.9,10000,1,206,921,-0.00400251121065964,-0.0109099656654745,81.453
"mRock_kNN_local_linear_Neyman",0.9,10000,1,206,921,-0.00483825701761598,-0.012047172881978,64.305
"mRock_kNN_global_linear_Neyman",0.9,10000,1,206,921,-0.00382581466482512,-0.0107215648608423,68.496
"two_step_Neyman",0.9,10000,1,206,NA,-0.000129039501628014,-0.0139819147372866,0.0550000000000068
"two_step_LS",0.9,10000,1,206,NA,-0.00911575003036802,-0.00942752466030328,0.0129999999999768
"mRock_kNN_bs_Neyman",0.9,10000,1,207,461,-0.0132095312499316,0.0120630962765969,82.557
"mRock_kNN_local_linear_Neyman",0.9,10000,1,207,461,-0.0109225305199412,0.0053362526499483,69.359
"mRock_kNN_global_linear_Neyman",0.9,10000,1,207,461,-0.0133636683308935,0.0123782501704564,70.169
"mRock_kNN_bs_Neyman",0.9,10000,1,207,921,-0.0108634173016762,0.009132657377104,81.501
"mRock_kNN_local_linear_Neyman",0.9,10000,1,207,921,-0.00998515936845967,0.0063764864124618,63.975
"mRock_kNN_global_linear_Neyman",0.9,10000,1,207,921,-0.0111580681282497,0.00952587407710181,68.488
"two_step_Neyman",0.9,10000,1,207,NA,-0.00494414622799355,0.00524349439263139,0.063000000000045
"two_step_LS",0.9,10000,1,207,NA,-0.00836927144646848,0.00700006952322818,0.0129999999999768
"mRock_kNN_bs_Neyman",0.9,10000,1,208,461,0.0101838756514214,-0.0080367761354263,78.892
"mRock_kNN_local_linear_Neyman",0.9,10000,1,208,461,0.00604818989782996,-0.0101056374001254,67.24
"mRock_kNN_global_linear_Neyman",0.9,10000,1,208,461,0.0130722059233821,-0.00923440518342655,65.783
"mRock_kNN_bs_Neyman",0.9,10000,1,208,921,0.00657222890767528,-0.00797704720298231,77.367
"mRock_kNN_local_linear_Neyman",0.9,10000,1,208,921,0.0051187131623549,-0.00871923652421369,61.874
"mRock_kNN_global_linear_Neyman",0.9,10000,1,208,921,0.0089618989994209,-0.00890749157390491,64.223
"two_step_Neyman",0.9,10000,1,208,NA,-0.00436973339284807,-0.00215480867136764,0.0550000000000068
"two_step_LS",0.9,10000,1,208,NA,0.00552302783079761,-0.0071198645277204,0.0169999999999959
"mRock_kNN_bs_Neyman",0.9,10000,1,209,461,0.00584605358160784,0.0048477380137748,79.573
"mRock_kNN_local_linear_Neyman",0.9,10000,1,209,461,0.00373410555587683,0.00123961478038703,66.92
"mRock_kNN_global_linear_Neyman",0.9,10000,1,209,461,0.0051434626535547,0.00537956625762215,66.674
"mRock_kNN_bs_Neyman",0.9,10000,1,209,921,0.00432658223502203,0.00458280534171873,78.14
"mRock_kNN_local_linear_Neyman",0.9,10000,1,209,921,0.00293627138431041,0.00285468803756883,61.788
"mRock_kNN_global_linear_Neyman",0.9,10000,1,209,921,0.00393434215762722,0.00515005297249527,65.294
"two_step_Neyman",0.9,10000,1,209,NA,0.00683411630731379,0.00189962442237324,0.0559999999999832
"two_step_LS",0.9,10000,1,209,NA,0.0058127638380514,0.00240964537853028,0.0120000000000005
"mRock_kNN_bs_Neyman",0.9,10000,1,21,461,-0.00241553588596655,0.0101217109864966,82.4
"mRock_kNN_local_linear_Neyman",0.9,10000,1,21,461,-0.00417045769521396,0.00630448979334375,69.571
"mRock_kNN_global_linear_Neyman",0.9,10000,1,21,461,-0.00239600722293365,0.0101538309243479,69.028
"mRock_kNN_bs_Neyman",0.9,10000,1,21,921,-0.00216573622813665,0.00861365108225876,80.454
"mRock_kNN_local_linear_Neyman",0.9,10000,1,21,921,-0.00283588746976804,0.0061635985257591,63.489
"mRock_kNN_global_linear_Neyman",0.9,10000,1,21,921,-0.0021058858472851,0.00859424384820251,66.592
"two_step_Neyman",0.9,10000,1,21,NA,-0.00409922126634554,0.00857736360490025,0.0579999999999927
"two_step_LS",0.9,10000,1,21,NA,-0.00265542254491291,0.00778252925242118,0.0120000000000005
"mRock_kNN_bs_Neyman",0.9,10000,1,210,461,-0.0056492370490504,0.00927760456346505,78.676
"mRock_kNN_local_linear_Neyman",0.9,10000,1,210,461,-0.00675295472892756,0.00660587679989755,66.857
"mRock_kNN_global_linear_Neyman",0.9,10000,1,210,461,-0.00568392847826504,0.0100033967362605,66.026
"mRock_kNN_bs_Neyman",0.9,10000,1,210,921,-0.00687331407021397,0.00970347040572284,77.9
"mRock_kNN_local_linear_Neyman",0.9,10000,1,210,921,-0.00703695458961473,0.00849166870282625,61.59
"mRock_kNN_global_linear_Neyman",0.9,10000,1,210,921,-0.00699452586054505,0.0104660275499353,65.33
"two_step_Neyman",0.9,10000,1,210,NA,-0.0185567392827681,0.0155432525145422,0.05499999999995
"two_step_LS",0.9,10000,1,210,NA,-0.0086430689901813,0.0107735205076533,0.0120000000000005
"mRock_kNN_bs_Neyman",0.9,10000,1,211,461,-0.00225075500668925,0.00162735427822724,82.121
"mRock_kNN_local_linear_Neyman",0.9,10000,1,211,461,-0.00411301720187596,-0.0013875959188181,69.114
"mRock_kNN_global_linear_Neyman",0.9,10000,1,211,461,-0.00211990873675871,0.00174246058870553,69.446
"mRock_kNN_bs_Neyman",0.9,10000,1,211,921,-0.00225491176198167,0.000764570333593007,79.163
"mRock_kNN_local_linear_Neyman",0.9,10000,1,211,921,-0.00265554169834803,-0.000794845129697297,61.413
"mRock_kNN_global_linear_Neyman",0.9,10000,1,211,921,-0.00203119784210792,0.000795891503762469,65.398
"two_step_Neyman",0.9,10000,1,211,NA,-0.0086189319889205,0.00391345407126176,0.0579999999999927
"two_step_LS",0.9,10000,1,211,NA,-0.00165168014967421,0.000361097958709422,0.0199999999999818
"mRock_kNN_bs_Neyman",0.9,10000,1,212,461,-0.00222458441830065,0.0098232484609766,80.654
"mRock_kNN_local_linear_Neyman",0.9,10000,1,212,461,-0.00153253241767448,0.00489305010788099,68.454
"mRock_kNN_global_linear_Neyman",0.9,10000,1,212,461,-0.00164427100431297,0.00965275330224902,70.073
"mRock_kNN_bs_Neyman",0.9,10000,1,212,921,-0.00140576900630363,0.0088102177140148,78.878
"mRock_kNN_local_linear_Neyman",0.9,10000,1,212,921,-6.46784883335805e-05,0.00568886385037803,61.898
"mRock_kNN_global_linear_Neyman",0.9,10000,1,212,921,-0.00106123050741047,0.00872578053493323,66.664
"two_step_Neyman",0.9,10000,1,212,NA,0.00112566716884888,0.00699277197656878,0.0539999999999736
"two_step_LS",0.9,10000,1,212,NA,-0.00529023527227257,0.0101567091404848,0.0130000000000337
"mRock_kNN_bs_Neyman",0.9,10000,1,213,461,0.0153223380489775,-0.00844736806881974,80.572
"mRock_kNN_local_linear_Neyman",0.9,10000,1,213,461,0.0130239488259158,-0.013117483862469,68.735
"mRock_kNN_global_linear_Neyman",0.9,10000,1,213,461,0.0155817912399583,-0.00848600498252061,69.613
"mRock_kNN_bs_Neyman",0.9,10000,1,213,921,0.0146006631279902,-0.00973594051473015,78.729
"mRock_kNN_local_linear_Neyman",0.9,10000,1,213,921,0.0119520857726316,-0.010289323918899,62.074
"mRock_kNN_global_linear_Neyman",0.9,10000,1,213,921,0.0147418513784268,-0.00976605903122341,66.313
"two_step_Neyman",0.9,10000,1,213,NA,0.0179396535586693,-0.011421036874447,0.0600000000000023
"two_step_LS",0.9,10000,1,213,NA,0.0139222132511811,-0.00938832801175549,0.0139999999999532
"mRock_kNN_bs_Neyman",0.9,10000,1,214,461,-0.0117487829163483,0.0120178470710717,80.944
"mRock_kNN_local_linear_Neyman",0.9,10000,1,214,461,-0.0116817147466344,0.00516077398663484,67.556
"mRock_kNN_global_linear_Neyman",0.9,10000,1,214,461,-0.0112770383524712,0.0123025201900351,68.781
"mRock_kNN_bs_Neyman",0.9,10000,1,214,921,-0.0112317294295428,0.0107287667802076,78.77
"mRock_kNN_local_linear_Neyman",0.9,10000,1,214,921,-0.0101825306643735,0.00640778062707348,62.689
"mRock_kNN_global_linear_Neyman",0.9,10000,1,214,921,-0.0108032777627465,0.0110815625942484,66.87
"two_step_Neyman",0.9,10000,1,214,NA,-0.0180766517836752,0.0115363160729256,0.05600000000004
"two_step_LS",0.9,10000,1,214,NA,-0.0107860516324596,0.00782385877081904,0.0129999999999768
"mRock_kNN_bs_Neyman",0.9,10000,1,215,461,0.0081505965619928,-0.00326849822162956,82.285
"mRock_kNN_local_linear_Neyman",0.9,10000,1,215,461,0.00763782228436671,-0.0077781784295281,67.127
"mRock_kNN_global_linear_Neyman",0.9,10000,1,215,461,0.00916259735994207,-0.00381694481010131,68.203
"mRock_kNN_bs_Neyman",0.9,10000,1,215,921,0.00992709555190352,-0.0053463767032782,78.81
"mRock_kNN_local_linear_Neyman",0.9,10000,1,215,921,0.0100144452636095,-0.00772848390719094,61.43
"mRock_kNN_global_linear_Neyman",0.9,10000,1,215,921,0.0104104753348602,-0.00549905560661124,65.635
"two_step_Neyman",0.9,10000,1,215,NA,0.0191730364932687,-0.00989039297178618,0.0579999999999927
"two_step_LS",0.9,10000,1,215,NA,0.010679256970453,-0.00561925716218026,0.01400000000001
"mRock_kNN_bs_Neyman",0.9,10000,1,216,461,0.00851823309001265,0.00803124476145189,82.955
"mRock_kNN_local_linear_Neyman",0.9,10000,1,216,461,0.00725093372102736,0.00423470597608411,68.607
"mRock_kNN_global_linear_Neyman",0.9,10000,1,216,461,0.00905156689856956,0.00786309543782693,69.743
"mRock_kNN_bs_Neyman",0.9,10000,1,216,921,0.00809981663095827,0.00664528212744742,79.593
"mRock_kNN_local_linear_Neyman",0.9,10000,1,216,921,0.00747626553407321,0.00505623500424246,61.766
"mRock_kNN_global_linear_Neyman",0.9,10000,1,216,921,0.00863616347843266,0.00644086382661735,66.791
"two_step_Neyman",0.9,10000,1,216,NA,0.00682023779301644,0.00685576375773245,0.0550000000000068
"two_step_LS",0.9,10000,1,216,NA,0.0104939230606147,0.00506937414410569,0.01400000000001
"mRock_kNN_bs_Neyman",0.9,10000,1,217,461,0.0123037510958177,-0.00845543970399909,82.096
"mRock_kNN_local_linear_Neyman",0.9,10000,1,217,461,0.0107668711921574,-0.0121219862946353,67.739
"mRock_kNN_global_linear_Neyman",0.9,10000,1,217,461,0.0123461298039758,-0.00842476269778469,69.115
"mRock_kNN_bs_Neyman",0.9,10000,1,217,921,0.0102974488380092,-0.00781747434695168,79.252
"mRock_kNN_local_linear_Neyman",0.9,10000,1,217,921,0.00981014009348846,-0.00979654096714411,62.832
"mRock_kNN_global_linear_Neyman",0.9,10000,1,217,921,0.0102588014117098,-0.00766108917073982,67.59
"two_step_Neyman",0.9,10000,1,217,NA,0.00872272892338288,-0.00813376331353144,0.0550000000000068
"two_step_LS",0.9,10000,1,217,NA,0.0119468129880589,-0.00974820386716502,0.0179999999999723
"mRock_kNN_bs_Neyman",0.9,10000,1,218,461,0.0079388041380517,-0.00565023837523393,82.158
"mRock_kNN_local_linear_Neyman",0.9,10000,1,218,461,0.00621999540142726,-0.008527518887532,67.839
"mRock_kNN_global_linear_Neyman",0.9,10000,1,218,461,0.00803630785530762,-0.00549223983596736,69.333
"mRock_kNN_bs_Neyman",0.9,10000,1,218,921,0.00777419551998948,-0.00583576647904493,78.6319999999999
"mRock_kNN_local_linear_Neyman",0.9,10000,1,218,921,0.00715022767349294,-0.00663393636605214,62.419
"mRock_kNN_global_linear_Neyman",0.9,10000,1,218,921,0.00810186189921591,-0.00582468429091287,67.169
"two_step_Neyman",0.9,10000,1,218,NA,0.0206157662020985,-0.0126106868393032,0.0550000000000068
"two_step_LS",0.9,10000,1,218,NA,0.0123924013332737,-0.00845012491585662,0.0129999999999768
"mRock_kNN_bs_Neyman",0.9,10000,1,219,461,0.00866437155437061,-0.00595564208815036,82.455
"mRock_kNN_local_linear_Neyman",0.9,10000,1,219,461,0.00629073599267582,-0.0089041859740564,68.069
"mRock_kNN_global_linear_Neyman",0.9,10000,1,219,461,0.00866465010647555,-0.00595128716006865,68.643
"mRock_kNN_bs_Neyman",0.9,10000,1,219,921,0.00943174419836468,-0.00748675515998398,79.21
"mRock_kNN_local_linear_Neyman",0.9,10000,1,219,921,0.00810562198517184,-0.00831256824359405,62.031
"mRock_kNN_global_linear_Neyman",0.9,10000,1,219,921,0.00934382197490113,-0.00740537783690032,66.469
"two_step_Neyman",0.9,10000,1,219,NA,0.00554030497958258,-0.00534781749554814,0.0559999999999832
"two_step_LS",0.9,10000,1,219,NA,0.00612120525531723,-0.00566696324546045,0.0130000000000337
"mRock_kNN_bs_Neyman",0.9,10000,1,22,461,0.0198894258304425,-0.00745058560233902,82.221
"mRock_kNN_local_linear_Neyman",0.9,10000,1,22,461,0.0195319309118975,-0.0113593455071963,69.003
"mRock_kNN_global_linear_Neyman",0.9,10000,1,22,461,0.0208522371066244,-0.00757036113511589,70.559
"mRock_kNN_bs_Neyman",0.9,10000,1,22,921,0.0229821615973897,-0.00956043877705426,80.322
"mRock_kNN_local_linear_Neyman",0.9,10000,1,22,921,0.0220769731266841,-0.0102765094544099,62.999
"mRock_kNN_global_linear_Neyman",0.9,10000,1,22,921,0.0234954122987827,-0.00945312033847889,68
"two_step_Neyman",0.9,10000,1,22,NA,0.0328415810320746,-0.0149932479804904,0.0579999999999927
"two_step_LS",0.9,10000,1,22,NA,0.0261222553175504,-0.0117443585655748,0.0129999999999768
"mRock_kNN_bs_Neyman",0.9,10000,1,220,461,-0.0130625863894644,0.0133983228216241,82.223
"mRock_kNN_local_linear_Neyman",0.9,10000,1,220,461,-0.0173500873039116,0.0107241930896209,68.507
"mRock_kNN_global_linear_Neyman",0.9,10000,1,220,461,-0.0116479268420535,0.0128193773677276,69.266
"mRock_kNN_bs_Neyman",0.9,10000,1,220,921,-0.0147879207980632,0.0136059473548569,79.292
"mRock_kNN_local_linear_Neyman",0.9,10000,1,220,921,-0.0172439149474752,0.0128851233128322,62.999
"mRock_kNN_global_linear_Neyman",0.9,10000,1,220,921,-0.013396870617834,0.0130942290071379,66.985
"two_step_Neyman",0.9,10000,1,220,NA,-0.0166734633697638,0.0134615756348802,0.0539999999999736
"two_step_LS",0.9,10000,1,220,NA,-0.0141859586170021,0.0123005812404338,0.0169999999999959
"mRock_kNN_bs_Neyman",0.9,10000,1,221,461,0.00154791998635528,0.0014936762444937,81.548
"mRock_kNN_local_linear_Neyman",0.9,10000,1,221,461,-0.00124950381497602,-0.00217528533925782,68.645
"mRock_kNN_global_linear_Neyman",0.9,10000,1,221,461,0.00155888000735049,0.00174070177699237,69.024
"mRock_kNN_bs_Neyman",0.9,10000,1,221,921,-0.000758443015511867,0.00112775690523526,79.176
"mRock_kNN_local_linear_Neyman",0.9,10000,1,221,921,-0.0030093315570674,0.000587332662098206,62.859
"mRock_kNN_global_linear_Neyman",0.9,10000,1,221,921,-0.000800423446378096,0.00142056811679625,66.535
"two_step_Neyman",0.9,10000,1,221,NA,-0.00176718854938818,0.00213034326221928,0.0550000000000068
"two_step_LS",0.9,10000,1,221,NA,-0.00388611090520063,0.00336415381879895,0.0130000000000337
"mRock_kNN_bs_Neyman",0.9,10000,1,222,461,0.00534330111898851,-0.00112904120355717,81.986
"mRock_kNN_local_linear_Neyman",0.9,10000,1,222,461,0.00102395577239167,-0.00249171906772983,68.996
"mRock_kNN_global_linear_Neyman",0.9,10000,1,222,461,0.00516313169052496,-0.0009973637852978,69.457
"mRock_kNN_bs_Neyman",0.9,10000,1,222,921,0.00538475392549809,-0.00187110872770901,78.526
"mRock_kNN_local_linear_Neyman",0.9,10000,1,222,921,0.00305926645101673,-0.00196279566562785,61.981
"mRock_kNN_global_linear_Neyman",0.9,10000,1,222,921,0.00543485573097024,-0.00187675557028655,66.17
"two_step_Neyman",0.9,10000,1,222,NA,0.00497954176843907,-0.0014489696686435,0.0550000000000068
"two_step_LS",0.9,10000,1,222,NA,0.00504762955493465,-0.0014431032470763,0.0129999999999768
"mRock_kNN_bs_Neyman",0.9,10000,1,223,461,0.0064269744321972,-0.00548943975660121,81.346
"mRock_kNN_local_linear_Neyman",0.9,10000,1,223,461,0.00518539885671232,-0.00984873486273408,68.622
"mRock_kNN_global_linear_Neyman",0.9,10000,1,223,461,0.00630533150161372,-0.00467843009842817,69.591
"mRock_kNN_bs_Neyman",0.9,10000,1,223,921,0.00553302460225535,-0.00533356828504061,79.059
"mRock_kNN_local_linear_Neyman",0.9,10000,1,223,921,0.00519785376883863,-0.00669167666817039,63.042
"mRock_kNN_global_linear_Neyman",0.9,10000,1,223,921,0.00520072525320736,-0.00445717637611587,67.279
"two_step_Neyman",0.9,10000,1,223,NA,0.0167601062371363,-0.0113847305238912,0.0600000000000023
"two_step_LS",0.9,10000,1,223,NA,0.00497045476396929,-0.00545089311430713,0.0130000000000337
"mRock_kNN_bs_Neyman",0.9,10000,1,224,461,-0.00759598571375575,0.00224958999294467,81.59
"mRock_kNN_local_linear_Neyman",0.9,10000,1,224,461,-0.0113343612039087,-0.000452142037857151,68.251
"mRock_kNN_global_linear_Neyman",0.9,10000,1,224,461,-0.00749958762101977,0.0022550163602042,68.367
"mRock_kNN_bs_Neyman",0.9,10000,1,224,921,-0.00721838255886453,0.00159920220478993,79.909
"mRock_kNN_local_linear_Neyman",0.9,10000,1,224,921,-0.00830946068839267,0.000217350101037628,63.088
"mRock_kNN_global_linear_Neyman",0.9,10000,1,224,921,-0.00719659412427953,0.00163518478830982,66.809
"two_step_Neyman",0.9,10000,1,224,NA,-0.00313345767400608,-0.0016636774860932,0.0590000000000259
"two_step_LS",0.9,10000,1,224,NA,-0.0087780468681089,0.00127913379132849,0.0129999999999768
"mRock_kNN_bs_Neyman",0.9,10000,1,225,461,-0.00816574605471065,0.00408931818890146,82.072
"mRock_kNN_local_linear_Neyman",0.9,10000,1,225,461,-0.010411122784783,0.00131063871005521,69.404
"mRock_kNN_global_linear_Neyman",0.9,10000,1,225,461,-0.00792626582119604,0.00422488048594927,69.92
"mRock_kNN_bs_Neyman",0.9,10000,1,225,921,-0.00808090524554217,0.00247337347484899,78.967
"mRock_kNN_local_linear_Neyman",0.9,10000,1,225,921,-0.00945957531318808,0.00175987846398273,62.909
"mRock_kNN_global_linear_Neyman",0.9,10000,1,225,921,-0.00810713421381748,0.00270673854077375,67.051
"two_step_Neyman",0.9,10000,1,225,NA,-0.0123948215713516,0.0050910828346864,0.0589999999999691
"two_step_LS",0.9,10000,1,225,NA,-0.00906405774296393,0.00355748560503555,0.0130000000000337
"mRock_kNN_bs_Neyman",0.9,10000,1,226,461,-0.0105226599738428,0.000469214725432376,82.578
"mRock_kNN_local_linear_Neyman",0.9,10000,1,226,461,-0.0116490231546675,-0.00286851019500434,68.713
"mRock_kNN_global_linear_Neyman",0.9,10000,1,226,461,-0.00926329477798427,0.000306902745080162,70.445
"mRock_kNN_bs_Neyman",0.9,10000,1,226,921,-0.0110639230076461,0.000434768647708417,79.295
