"Method","tau","n","p","seed","K","beta0","beta1","time"
"mRock_kNN_local_linear_Neyman",0.9,10000,1,456,921,0.0029575120845029,0.00164114299119689,62.192
"mRock_kNN_global_linear_Neyman",0.9,10000,1,456,921,0.00360168590798482,0.00293362148103249,67.112
"two_step_Neyman",0.9,10000,1,456,NA,0.00841650615558831,-0.000449014260977432,0.0559999999999832
"two_step_LS",0.9,10000,1,456,NA,0.00889574853104569,-0.000720954720582867,0.01400000000001
"mRock_kNN_bs_Neyman",0.9,10000,1,457,461,-0.00500007719480955,0.000961337913687021,82.097
"mRock_kNN_local_linear_Neyman",0.9,10000,1,457,461,-0.0056247801328082,-0.00287657484149273,71.069
"mRock_kNN_global_linear_Neyman",0.9,10000,1,457,461,-0.00457870734157284,0.000824059285069012,69.172
"mRock_kNN_bs_Neyman",0.9,10000,1,457,921,-0.00478405178911001,-1.31274052361796e-05,80.746
"mRock_kNN_local_linear_Neyman",0.9,10000,1,457,921,-0.00465527530128496,-0.00181816835147952,62.925
"mRock_kNN_global_linear_Neyman",0.9,10000,1,457,921,-0.00431516391528142,-0.000193865796590309,67.682
"two_step_Neyman",0.9,10000,1,457,NA,-0.000541014888348235,-0.00211894362595499,0.0539999999999736
"two_step_LS",0.9,10000,1,457,NA,-0.00476126544965649,2.65943806843083e-05,0.0120000000000005
"mRock_kNN_bs_Neyman",0.9,10000,1,458,461,0.00788897561122948,-0.00980334341992917,83.498
"mRock_kNN_local_linear_Neyman",0.9,10000,1,458,461,0.00130725842007373,-0.0106149325831311,70.452
"mRock_kNN_global_linear_Neyman",0.9,10000,1,458,461,0.0074454424951278,-0.0094989096521565,71.19
"mRock_kNN_bs_Neyman",0.9,10000,1,458,921,0.00633522596489322,-0.00960918324463167,80.063
"mRock_kNN_local_linear_Neyman",0.9,10000,1,458,921,0.00411726570073068,-0.0102370792378976,63.489
"mRock_kNN_global_linear_Neyman",0.9,10000,1,458,921,0.00616490820224413,-0.00938995911198282,67.885
"two_step_Neyman",0.9,10000,1,458,NA,0.0125621522434642,-0.0132591150953103,0.0559999999999832
"two_step_LS",0.9,10000,1,458,NA,0.00651574554392642,-0.0102164105705818,0.0120000000000005
"mRock_kNN_bs_Neyman",0.9,10000,1,459,461,0.00150839018641102,0.000939504216449727,83.762
"mRock_kNN_local_linear_Neyman",0.9,10000,1,459,461,0.000549779636674463,-0.00262785455199088,70.386
"mRock_kNN_global_linear_Neyman",0.9,10000,1,459,461,0.00223489734528859,0.000781224239011724,71.734
"mRock_kNN_bs_Neyman",0.9,10000,1,459,921,-0.00155859242554501,0.00151510128449939,80.232
"mRock_kNN_local_linear_Neyman",0.9,10000,1,459,921,-0.00152035056270239,-0.00046725505464229,62.42
"mRock_kNN_global_linear_Neyman",0.9,10000,1,459,921,-0.000952372743125984,0.00128355145328163,67.714
"two_step_Neyman",0.9,10000,1,459,NA,-0.0100611522374481,0.00590138076066049,0.0550000000000068
"two_step_LS",0.9,10000,1,459,NA,-0.00517879030750801,0.00348840326751931,0.0129999999999768
"mRock_kNN_bs_Neyman",0.9,10000,1,46,461,-0.000375079077740814,0.0101529366663562,87.571
"mRock_kNN_local_linear_Neyman",0.9,10000,1,46,461,-0.00118158065538054,0.0056505138196008,76.557
"mRock_kNN_global_linear_Neyman",0.9,10000,1,46,461,-0.000948979131674799,0.010537628551873,73.633
"mRock_kNN_bs_Neyman",0.9,10000,1,46,921,0.000941801248248275,0.00906356479357573,85.192
"mRock_kNN_local_linear_Neyman",0.9,10000,1,46,921,0.000903258362587644,0.00652795894058755,69.076
"mRock_kNN_global_linear_Neyman",0.9,10000,1,46,921,0.000261697533955108,0.00947893689607682,71.179
"two_step_Neyman",0.9,10000,1,46,NA,0.00458047896554836,0.00650550250212012,0.061999999999955
"two_step_LS",0.9,10000,1,46,NA,0.00429736165948191,0.00659595011993597,0.0150000000000432
"mRock_kNN_bs_Neyman",0.9,10000,1,460,461,0.00909777907526377,-0.012964182841456,84.495
"mRock_kNN_local_linear_Neyman",0.9,10000,1,460,461,0.00636031374908663,-0.016363644935431,70.691
"mRock_kNN_global_linear_Neyman",0.9,10000,1,460,461,0.0109918642348878,-0.0137781812436302,71.036
"mRock_kNN_bs_Neyman",0.9,10000,1,460,921,0.00821956492814357,-0.0129369989103223,80.42
"mRock_kNN_local_linear_Neyman",0.9,10000,1,460,921,0.0060636904562601,-0.0143715961270252,63.15
"mRock_kNN_global_linear_Neyman",0.9,10000,1,460,921,0.0101864101933236,-0.0137137517699544,66.818
"two_step_Neyman",0.9,10000,1,460,NA,0.0139183540061323,-0.0166286551293338,0.0550000000000068
"two_step_LS",0.9,10000,1,460,NA,0.00861022515069099,-0.013988972614543,0.0120000000000005
"mRock_kNN_bs_Neyman",0.9,10000,1,461,461,-0.0155323308162278,0.018088860161551,82.889
"mRock_kNN_local_linear_Neyman",0.9,10000,1,461,461,-0.0172232863092698,0.0129553145569026,69.506
"mRock_kNN_global_linear_Neyman",0.9,10000,1,461,461,-0.0145390055081547,0.0175274826382492,70.2
"mRock_kNN_bs_Neyman",0.9,10000,1,461,921,-0.0138524619528493,0.0151401024534361,80.182
"mRock_kNN_local_linear_Neyman",0.9,10000,1,461,921,-0.0164740986169356,0.0134812374552018,63.213
"mRock_kNN_global_linear_Neyman",0.9,10000,1,461,921,-0.01330644644149,0.015034345256991,67.322
"two_step_Neyman",0.9,10000,1,461,NA,-0.0258977408435692,0.0212452704208448,0.0550000000000068
"two_step_LS",0.9,10000,1,461,NA,-0.0152368753183845,0.0158116950747882,0.0129999999999768
"mRock_kNN_bs_Neyman",0.9,10000,1,462,461,0.0147419327915017,-0.00634834953654195,82.549
"mRock_kNN_local_linear_Neyman",0.9,10000,1,462,461,0.0139191967062671,-0.0118088209073739,69.66
"mRock_kNN_global_linear_Neyman",0.9,10000,1,462,461,0.0147526428838431,-0.00633973585727032,70.448
"mRock_kNN_bs_Neyman",0.9,10000,1,462,921,0.0149349927329208,-0.00775323095946856,79.159
"mRock_kNN_local_linear_Neyman",0.9,10000,1,462,921,0.0151370342135386,-0.00999592121354187,62.173
"mRock_kNN_global_linear_Neyman",0.9,10000,1,462,921,0.0150540487669206,-0.00778714083087939,66.137
"two_step_Neyman",0.9,10000,1,462,NA,0.0220211056105326,-0.0117491826368319,0.0620000000000118
"two_step_LS",0.9,10000,1,462,NA,0.020731069373338,-0.0111387333517996,0.0129999999999768
"mRock_kNN_bs_Neyman",0.9,10000,1,463,461,0.000629893470569076,-0.00385968697938965,83.127
"mRock_kNN_local_linear_Neyman",0.9,10000,1,463,461,-0.000802561911013466,-0.00728748117306965,70.553
"mRock_kNN_global_linear_Neyman",0.9,10000,1,463,461,0.000595594735306904,-0.00364516399743309,70.297
"mRock_kNN_bs_Neyman",0.9,10000,1,463,921,0.00192171524753415,-0.00617997094273237,79.764
"mRock_kNN_local_linear_Neyman",0.9,10000,1,463,921,0.00180147526351049,-0.00787279538597829,62.278
"mRock_kNN_global_linear_Neyman",0.9,10000,1,463,921,0.00193962370728684,-0.00598087443520345,66.819
"two_step_Neyman",0.9,10000,1,463,NA,-0.00172972278068184,-0.00400686827435903,0.0559999999999832
"two_step_LS",0.9,10000,1,463,NA,-0.0031492530219821,-0.00334093136786651,0.0129999999999768
"mRock_kNN_bs_Neyman",0.9,10000,1,464,461,-0.000996312698132495,0.00333279283250443,82.872
"mRock_kNN_local_linear_Neyman",0.9,10000,1,464,461,-0.0022217888277285,-0.000298583918812323,70.148
"mRock_kNN_global_linear_Neyman",0.9,10000,1,464,461,-0.00104295049513259,0.00350300737184339,70.885
"mRock_kNN_bs_Neyman",0.9,10000,1,464,921,0.00056598033557731,0.00141341411203832,79.798
"mRock_kNN_local_linear_Neyman",0.9,10000,1,464,921,0.000127107831343842,-0.000820404370955874,63.047
"mRock_kNN_global_linear_Neyman",0.9,10000,1,464,921,0.000722001787758941,0.00145991931255596,67.6199999999999
"two_step_Neyman",0.9,10000,1,464,NA,-0.000799952195090992,0.00187365316171118,0.0539999999999736
"two_step_LS",0.9,10000,1,464,NA,0.00514732717307376,-0.00113391301311783,0.0130000000000337
"mRock_kNN_bs_Neyman",0.9,10000,1,465,461,-0.00145104363940662,0.00402725267750847,83.281
"mRock_kNN_local_linear_Neyman",0.9,10000,1,465,461,-0.00451134972730038,0.00223494266424318,68.847
"mRock_kNN_global_linear_Neyman",0.9,10000,1,465,461,-0.00203486522481366,0.00433304114889443,69.504
"mRock_kNN_bs_Neyman",0.9,10000,1,465,921,-0.00164252441330981,0.00410201312324254,80.274
"mRock_kNN_local_linear_Neyman",0.9,10000,1,465,921,-0.00385689485051666,0.00354850402711371,62.733
"mRock_kNN_global_linear_Neyman",0.9,10000,1,465,921,-0.00202690999677957,0.0043547341520247,66.612
"two_step_Neyman",0.9,10000,1,465,NA,-0.000274507336150753,0.00333370322746473,0.0559999999999832
"two_step_LS",0.9,10000,1,465,NA,0.000151621130682456,0.00320838209671059,0.0130000000000337
"mRock_kNN_bs_Neyman",0.9,10000,1,466,461,-0.000627428961797794,-0.00883768977680877,78.787
"mRock_kNN_local_linear_Neyman",0.9,10000,1,466,461,-0.000917360954703073,-0.0128847073215814,67.98
"mRock_kNN_global_linear_Neyman",0.9,10000,1,466,461,-0.00059971636279621,-0.00877850145018,66.838
"mRock_kNN_bs_Neyman",0.9,10000,1,466,921,-0.00256831706875182,-0.00727759806267825,77.388
"mRock_kNN_local_linear_Neyman",0.9,10000,1,466,921,-0.00101884341852521,-0.0103364257586338,62.708
"mRock_kNN_global_linear_Neyman",0.9,10000,1,466,921,-0.00251005135880566,-0.00731079583797456,65.436
"two_step_Neyman",0.9,10000,1,466,NA,0.00325705206892168,-0.0126438719115138,0.0600000000000023
"two_step_LS",0.9,10000,1,466,NA,-0.000387438616809233,-0.0108901187167207,0.0120000000000005
"mRock_kNN_bs_Neyman",0.9,10000,1,467,461,0.00779295512677636,-0.00169179758820892,79.498
"mRock_kNN_local_linear_Neyman",0.9,10000,1,467,461,0.00477445942521326,-0.00434962502960623,67.667
"mRock_kNN_global_linear_Neyman",0.9,10000,1,467,461,0.00759244088428535,-0.00121257028174782,67.724
"mRock_kNN_bs_Neyman",0.9,10000,1,467,921,0.00810781766067081,-0.0025511855571474,78.334
"mRock_kNN_local_linear_Neyman",0.9,10000,1,467,921,0.00680985426991843,-0.0040667756823316,62.074
"mRock_kNN_global_linear_Neyman",0.9,10000,1,467,921,0.00792991062598936,-0.00203668538249158,65.771
"two_step_Neyman",0.9,10000,1,467,NA,0.0157021588999511,-0.00718335058510444,0.0550000000000068
"two_step_LS",0.9,10000,1,467,NA,0.00690472917177232,-0.0028569543835415,0.0129999999999768
"mRock_kNN_bs_Neyman",0.9,10000,1,468,461,0.00312613805129236,0.00451768796247842,79.499
"mRock_kNN_local_linear_Neyman",0.9,10000,1,468,461,0.00135808885504796,0.00115375213983615,67.729
"mRock_kNN_global_linear_Neyman",0.9,10000,1,468,461,0.00330323085366779,0.00449520901003186,66.503
"mRock_kNN_bs_Neyman",0.9,10000,1,468,921,0.00299735831335979,0.00482049932383655,77.5240000000001
"mRock_kNN_local_linear_Neyman",0.9,10000,1,468,921,0.00264229075542932,0.00297883444524505,61.947
"mRock_kNN_global_linear_Neyman",0.9,10000,1,468,921,0.00323826247895997,0.00480100913774795,64.172
"two_step_Neyman",0.9,10000,1,468,NA,0.00200184859273134,0.00530971548023373,0.0570000000000164
"two_step_LS",0.9,10000,1,468,NA,-0.000560652128998917,0.00648184371099125,0.0129999999999768
"mRock_kNN_bs_Neyman",0.9,10000,1,469,461,0.00317086408774503,-0.00326991468048421,80.771
"mRock_kNN_local_linear_Neyman",0.9,10000,1,469,461,0.00203775370784376,-0.00758601069577702,68.103
"mRock_kNN_global_linear_Neyman",0.9,10000,1,469,461,0.00440739269395118,-0.00354958304456865,67.845
"mRock_kNN_bs_Neyman",0.9,10000,1,469,921,0.00414946575715303,-0.0057491642334262,78.343
"mRock_kNN_local_linear_Neyman",0.9,10000,1,469,921,0.00446978613961968,-0.00814751208336117,62.361
"mRock_kNN_global_linear_Neyman",0.9,10000,1,469,921,0.00550853750368896,-0.00608972063506341,65.566
"two_step_Neyman",0.9,10000,1,469,NA,0.0103383132692796,-0.00977698369029589,0.0529999999999973
"two_step_LS",0.9,10000,1,469,NA,-0.00122698010443023,-0.00416193526574959,0.0120000000000005
"mRock_kNN_bs_Neyman",0.9,10000,1,47,461,0.0180403005512038,-0.00687656677796644,87.681
"mRock_kNN_local_linear_Neyman",0.9,10000,1,47,461,0.0130372744949689,-0.0101023007114569,76.85
"mRock_kNN_global_linear_Neyman",0.9,10000,1,47,461,0.0179450474323379,-0.00689537260590845,74.356
"mRock_kNN_bs_Neyman",0.9,10000,1,47,921,0.0164684954861176,-0.00758825444540889,85.266
"mRock_kNN_local_linear_Neyman",0.9,10000,1,47,921,0.0141349427641484,-0.0093431500129304,69.635
"mRock_kNN_global_linear_Neyman",0.9,10000,1,47,921,0.0163631050041042,-0.00753027850468246,71.861
"two_step_Neyman",0.9,10000,1,47,NA,0.00903788229905556,-0.00446036818073203,0.0649999999999977
"two_step_LS",0.9,10000,1,47,NA,0.0149912968761132,-0.0074875083170598,0.0149999999999864
"mRock_kNN_bs_Neyman",0.9,10000,1,470,461,0.00797896370626816,-0.00213372843007331,78.876
"mRock_kNN_local_linear_Neyman",0.9,10000,1,470,461,0.00715816272202341,-0.00693941734352732,66.938
"mRock_kNN_global_linear_Neyman",0.9,10000,1,470,461,0.00818843064332619,-0.00215608661711197,66.985
"mRock_kNN_bs_Neyman",0.9,10000,1,470,921,0.00786750781323242,-0.0030801533796021,77.652
"mRock_kNN_local_linear_Neyman",0.9,10000,1,470,921,0.00702231392408414,-0.00505398774943844,62.051
"mRock_kNN_global_linear_Neyman",0.9,10000,1,470,921,0.00797702141656376,-0.00295127537736795,65.618
"two_step_Neyman",0.9,10000,1,470,NA,0.0138834491694797,-0.00746777433815371,0.0550000000000068
"two_step_LS",0.9,10000,1,470,NA,0.00682794827236322,-0.00388492259589945,0.0120000000000005
"mRock_kNN_bs_Neyman",0.9,10000,1,471,461,0.0233202084410571,-0.00956190599059692,81.11
"mRock_kNN_local_linear_Neyman",0.9,10000,1,471,461,0.0248063239309944,-0.0147972771358367,67.756
"mRock_kNN_global_linear_Neyman",0.9,10000,1,471,461,0.0293849959462298,-0.0111642993164676,69.422
"mRock_kNN_bs_Neyman",0.9,10000,1,471,921,0.0261408253784137,-0.0118685408035466,78.671
"mRock_kNN_local_linear_Neyman",0.9,10000,1,471,921,0.0280588099455483,-0.0153857877791768,61.923
"mRock_kNN_global_linear_Neyman",0.9,10000,1,471,921,0.0313821107397223,-0.0132976692866293,67.64
"two_step_Neyman",0.9,10000,1,471,NA,0.0410674259896404,-0.0202538313663205,0.0559999999999832
"two_step_LS",0.9,10000,1,471,NA,0.0232957558964604,-0.0113208316442663,0.0130000000000337
"mRock_kNN_bs_Neyman",0.9,10000,1,472,461,-0.0050422720006873,-0.0004568689023281,81.943
"mRock_kNN_local_linear_Neyman",0.9,10000,1,472,461,-0.00560487031928525,-0.00565867889771043,68.297
"mRock_kNN_global_linear_Neyman",0.9,10000,1,472,461,-0.00492573956952214,-0.000406313789965917,68.993
"mRock_kNN_bs_Neyman",0.9,10000,1,472,921,-0.00627237161426986,0.000437876648245794,79.793
"mRock_kNN_local_linear_Neyman",0.9,10000,1,472,921,-0.00551463271184116,-0.00237488643074046,62.888
"mRock_kNN_global_linear_Neyman",0.9,10000,1,472,921,-0.0060276085523896,0.000514945179512782,67.92
"two_step_Neyman",0.9,10000,1,472,NA,-0.0085488474088764,0.00052442750928039,0.0529999999999973
"two_step_LS",0.9,10000,1,472,NA,-0.00167268944339605,-0.00283045318320951,0.0170000000000528
"mRock_kNN_bs_Neyman",0.9,10000,1,473,461,-0.00304306036507751,0.000294016998910074,82.133
"mRock_kNN_local_linear_Neyman",0.9,10000,1,473,461,-0.00527458477636555,-0.00384305296643017,69.494
"mRock_kNN_global_linear_Neyman",0.9,10000,1,473,461,-0.00324774028874253,0.000370465549734522,69.151
"mRock_kNN_bs_Neyman",0.9,10000,1,473,921,-0.00351957977655859,0.000230921052055688,79.025
"mRock_kNN_local_linear_Neyman",0.9,10000,1,473,921,-0.00474668402445988,-0.00154018542184176,62.457
"mRock_kNN_global_linear_Neyman",0.9,10000,1,473,921,-0.00357135889876981,0.000332098661591118,66.519
"two_step_Neyman",0.9,10000,1,473,NA,-0.00892227552554803,0.00213467881463369,0.0539999999999736
"two_step_LS",0.9,10000,1,473,NA,-0.00484969901763144,5.75113360814505e-05,0.0139999999999532
"mRock_kNN_bs_Neyman",0.9,10000,1,474,461,0.0016419654152513,0.0104177367390337,80.824
"mRock_kNN_local_linear_Neyman",0.9,10000,1,474,461,-0.000105481624494752,0.00626903189553074,68.013
"mRock_kNN_global_linear_Neyman",0.9,10000,1,474,461,0.000945093678190068,0.0125753682026488,68.724
"mRock_kNN_bs_Neyman",0.9,10000,1,474,921,0.000904300055678764,0.011195627755388,78.33
"mRock_kNN_local_linear_Neyman",0.9,10000,1,474,921,0.00124802402542268,0.0087506223304219,61.746
"mRock_kNN_global_linear_Neyman",0.9,10000,1,474,921,7.83621969480119e-05,0.013325550402016,66.752
"two_step_Neyman",0.9,10000,1,474,NA,0.0264212502345005,-0.00401504294917077,0.0579999999999927
"two_step_LS",0.9,10000,1,474,NA,0.00696308643973587,0.00579733881053102,0.0179999999999723
"mRock_kNN_bs_Neyman",0.9,10000,1,475,461,-0.00709687838069506,0.00252226629537677,81.181
"mRock_kNN_local_linear_Neyman",0.9,10000,1,475,461,-0.0100784404408674,8.05501895322358e-05,67.714
"mRock_kNN_global_linear_Neyman",0.9,10000,1,475,461,-0.0066840079443371,0.00236671193649807,67.721
"mRock_kNN_bs_Neyman",0.9,10000,1,475,921,-0.00817046647710828,0.00214893044724818,79.512
"mRock_kNN_local_linear_Neyman",0.9,10000,1,475,921,-0.00932194080687321,0.00131639074985879,62.23
"mRock_kNN_global_linear_Neyman",0.9,10000,1,475,921,-0.0081750638023832,0.00216638770057731,66.404
"two_step_Neyman",0.9,10000,1,475,NA,-0.00709611703565982,0.00134787067199582,0.0539999999999736
"two_step_LS",0.9,10000,1,475,NA,-0.00939946253224422,0.00256772225261681,0.0120000000000005
"mRock_kNN_bs_Neyman",0.9,10000,1,476,461,0.00110517172309677,0.00262450507016432,80.658
"mRock_kNN_local_linear_Neyman",0.9,10000,1,476,461,-0.00183864950868684,5.60668890807747e-05,67.568
"mRock_kNN_global_linear_Neyman",0.9,10000,1,476,461,0.00126061241527053,0.00267102037079292,68.052
"mRock_kNN_bs_Neyman",0.9,10000,1,476,921,0.00088031791799148,0.00245737606873053,78.851
"mRock_kNN_local_linear_Neyman",0.9,10000,1,476,921,-0.00081376693891011,0.0018056503046715,62.11
"mRock_kNN_global_linear_Neyman",0.9,10000,1,476,921,0.0010696974214548,0.0024595222279804,66.302
"two_step_Neyman",0.9,10000,1,476,NA,0.00179966390895858,0.00204669752118258,0.0570000000000164
"two_step_LS",0.9,10000,1,476,NA,0.000739629685306831,0.00260822069823741,0.0149999999999864
"mRock_kNN_bs_Neyman",0.9,10000,1,477,461,-0.000385381349119029,0.000256592604805039,79.12
"mRock_kNN_local_linear_Neyman",0.9,10000,1,477,461,-0.000711299778673125,-0.00423946956288557,67.753
"mRock_kNN_global_linear_Neyman",0.9,10000,1,477,461,8.05989399481621e-05,0.000294008351043651,66.956
"mRock_kNN_bs_Neyman",0.9,10000,1,477,921,-0.00091127663088697,-0.000676244600488651,78.117
"mRock_kNN_local_linear_Neyman",0.9,10000,1,477,921,-0.00145081816571691,-0.00182648347612613,62.589
"mRock_kNN_global_linear_Neyman",0.9,10000,1,477,921,-0.000219870304812853,-0.000723623663800854,65.374
"two_step_Neyman",0.9,10000,1,477,NA,-0.00547770759774613,0.00199176080726726,0.0550000000000068
"two_step_LS",0.9,10000,1,477,NA,-0.000292973945425157,-0.000526591112109287,0.0129999999999768
"mRock_kNN_bs_Neyman",0.9,10000,1,478,461,0.000861361483245782,-0.00250688528889542,80.34
"mRock_kNN_local_linear_Neyman",0.9,10000,1,478,461,-0.000509765221921255,-0.00516854697738101,68.151
"mRock_kNN_global_linear_Neyman",0.9,10000,1,478,461,0.000345387610201087,-0.0020092286197162,67.777
"mRock_kNN_bs_Neyman",0.9,10000,1,478,921,-3.97280779607101e-06,-0.00230584221145058,77.972
"mRock_kNN_local_linear_Neyman",0.9,10000,1,478,921,-9.42247947883779e-05,-0.00379491601030768,62.022
"mRock_kNN_global_linear_Neyman",0.9,10000,1,478,921,-0.00055110359816668,-0.00176230008176814,65.414
"two_step_Neyman",0.9,10000,1,478,NA,0.00775525794604848,-0.00756337346217517,0.0559999999999832
"two_step_LS",0.9,10000,1,478,NA,0.00301231411815417,-0.00518264910938671,0.0120000000000005
"mRock_kNN_bs_Neyman",0.9,10000,1,479,461,-0.00283713492541016,-0.00447588818833156,80.446
"mRock_kNN_local_linear_Neyman",0.9,10000,1,479,461,-0.00620938801791571,-0.00785894047914049,68.144
"mRock_kNN_global_linear_Neyman",0.9,10000,1,479,461,-0.00308496860959773,-0.00440097657561278,67.591
"mRock_kNN_bs_Neyman",0.9,10000,1,479,921,-0.00245594647378167,-0.00600899440367408,78.833
"mRock_kNN_local_linear_Neyman",0.9,10000,1,479,921,-0.00396200564840465,-0.00719797604586159,62.834
"mRock_kNN_global_linear_Neyman",0.9,10000,1,479,921,-0.00259934274615281,-0.00587463783159903,66.169
"two_step_Neyman",0.9,10000,1,479,NA,-0.00689412568318049,-0.00368360428647785,0.05499999999995
"two_step_LS",0.9,10000,1,479,NA,-0.00821432025688407,-0.00309124005307249,0.0120000000000005
"mRock_kNN_bs_Neyman",0.9,10000,1,48,461,0.0102811592541561,-0.00273106726233641,93.293
"mRock_kNN_local_linear_Neyman",0.9,10000,1,48,461,0.00872710360554563,-0.00579520406806777,74.825
"mRock_kNN_global_linear_Neyman",0.9,10000,1,48,461,0.0103145832098306,-0.00260945304872351,77.479
"mRock_kNN_bs_Neyman",0.9,10000,1,48,921,0.0113255230264364,-0.00479901504952007,91.108
"mRock_kNN_local_linear_Neyman",0.9,10000,1,48,921,0.0109860802893418,-0.00625760747584314,71.737
"mRock_kNN_global_linear_Neyman",0.9,10000,1,48,921,0.0114871275377948,-0.0046292091585296,76.32
"two_step_Neyman",0.9,10000,1,48,NA,0.0120582156276079,-0.00545237669283027,0.0690000000000168
"two_step_LS",0.9,10000,1,48,NA,0.0093455683280621,-0.0040334228159562,0.0190000000000055
"mRock_kNN_bs_Neyman",0.9,10000,1,480,461,-0.00266495718696702,0.00539235145898065,84.43
"mRock_kNN_local_linear_Neyman",0.9,10000,1,480,461,-0.00556179125062628,0.00237863732209798,70.575
"mRock_kNN_global_linear_Neyman",0.9,10000,1,480,461,-0.00232189727428578,0.00521711573756978,71.327
"mRock_kNN_bs_Neyman",0.9,10000,1,480,921,-0.00567082022680054,0.00652411622100191,81.294
"mRock_kNN_local_linear_Neyman",0.9,10000,1,480,921,-0.00615369200744231,0.00448980655550679,66.914
"mRock_kNN_global_linear_Neyman",0.9,10000,1,480,921,-0.00541435736875973,0.00645015029652773,68.2
"two_step_Neyman",0.9,10000,1,480,NA,-0.0068859326716062,0.00579219077690407,0.0550000000000068
"two_step_LS",0.9,10000,1,480,NA,-0.00191189870463471,0.00328932823943084,0.0149999999999864
"mRock_kNN_bs_Neyman",0.9,10000,1,481,461,-0.0061467785930438,0.000172491550940013,83.25
"mRock_kNN_local_linear_Neyman",0.9,10000,1,481,461,-0.00685601759936194,-0.00378615285855766,69.703
"mRock_kNN_global_linear_Neyman",0.9,10000,1,481,461,-0.00596852112875568,6.1159432910074e-05,70.373
"mRock_kNN_bs_Neyman",0.9,10000,1,481,921,-0.00649719458868625,0.00116563652696167,81.327
"mRock_kNN_local_linear_Neyman",0.9,10000,1,481,921,-0.0059201822103907,-0.00155846402110038,66.78
"mRock_kNN_global_linear_Neyman",0.9,10000,1,481,921,-0.00627279284477877,0.00108501416399687,68.083
"two_step_Neyman",0.9,10000,1,481,NA,-0.00670921243034628,-0.00051153670410109,0.0600000000000023
"two_step_LS",0.9,10000,1,481,NA,-0.0100589081787115,0.00116593549305621,0.01400000000001
"mRock_kNN_bs_Neyman",0.9,10000,1,482,461,-0.00924573201482448,0.00732595745950126,82.535
"mRock_kNN_local_linear_Neyman",0.9,10000,1,482,461,-0.0114914602760323,0.00354024286759635,70.176
"mRock_kNN_global_linear_Neyman",0.9,10000,1,482,461,-0.00980669567279646,0.00841686515291107,69.312
"mRock_kNN_bs_Neyman",0.9,10000,1,482,921,-0.0101227454345258,0.00697317684688015,79.989
"mRock_kNN_local_linear_Neyman",0.9,10000,1,482,921,-0.0100637845167881,0.00467618460847108,64.7
"mRock_kNN_global_linear_Neyman",0.9,10000,1,482,921,-0.0109122958454979,0.00839668462385434,67.159
"two_step_Neyman",0.9,10000,1,482,NA,-0.0213387367335416,0.012515005644679,0.0559999999999832
"two_step_LS",0.9,10000,1,482,NA,-0.00909313652930233,0.00634858884190193,0.0129999999999768
"mRock_kNN_bs_Neyman",0.9,10000,1,483,461,0.00484083607820618,0.00474211464215912,81.353
"mRock_kNN_local_linear_Neyman",0.9,10000,1,483,461,0.00266600472105161,0.00101279057413661,70.589
"mRock_kNN_global_linear_Neyman",0.9,10000,1,483,461,0.00500948795884582,0.0047895792956969,69.143
"mRock_kNN_bs_Neyman",0.9,10000,1,483,921,0.00709766717315841,0.00273947897384197,78.694
"mRock_kNN_local_linear_Neyman",0.9,10000,1,483,921,0.00592974390273615,0.00151068671639942,64.758
"mRock_kNN_global_linear_Neyman",0.9,10000,1,483,921,0.00730217016265478,0.00288283093227637,66.027
"two_step_Neyman",0.9,10000,1,483,NA,0.0123251925069281,-0.000624095719790496,0.0570000000000164
"two_step_LS",0.9,10000,1,483,NA,0.00467242673120905,0.00330937255858244,0.0160000000000196
"mRock_kNN_bs_Neyman",0.9,10000,1,484,461,0.00581294631632456,0.0016461919551829,82.379
"mRock_kNN_local_linear_Neyman",0.9,10000,1,484,461,-0.00107614637636799,-2.19715945477539e-05,70.891
"mRock_kNN_global_linear_Neyman",0.9,10000,1,484,461,0.00495971131518336,0.0021189343255763,70.245
"mRock_kNN_bs_Neyman",0.9,10000,1,484,921,0.00512592197976613,0.00126620139219469,79.597
"mRock_kNN_local_linear_Neyman",0.9,10000,1,484,921,0.000920698101509299,0.000437463618565559,64.168
"mRock_kNN_global_linear_Neyman",0.9,10000,1,484,921,0.00443458537468899,0.00162342450562125,66.961
"two_step_Neyman",0.9,10000,1,484,NA,-0.00219845625333392,0.0036097561971582,0.05499999999995
"two_step_LS",0.9,10000,1,484,NA,-0.00106894878915753,0.00306079231055945,0.0130000000000337
"mRock_kNN_bs_Neyman",0.9,10000,1,485,461,-0.00426362967381277,0.00424443043793099,81.588
"mRock_kNN_local_linear_Neyman",0.9,10000,1,485,461,-0.00836374672056661,0.00100599378476707,69.554
"mRock_kNN_global_linear_Neyman",0.9,10000,1,485,461,-0.00424962146978269,0.00422120248664859,68.858
"mRock_kNN_bs_Neyman",0.9,10000,1,485,921,-0.00706276838110886,0.00459501285785535,79.423
"mRock_kNN_local_linear_Neyman",0.9,10000,1,485,921,-0.00984212918887906,0.0036149336816278,65.414
"mRock_kNN_global_linear_Neyman",0.9,10000,1,485,921,-0.00706762524261428,0.00455306826375113,66.808
"two_step_Neyman",0.9,10000,1,485,NA,-0.0134795912714343,0.00785589378533258,0.0579999999999927
"two_step_LS",0.9,10000,1,485,NA,-0.00863929871790958,0.00528686062313355,0.01400000000001
