"Method","tau","n","p","seed","K","beta0","beta1","beta2","beta3","time"
"mRock_kNN_global_bs_Neyman",0.9,5000,3,481,301,-0.263014680490869,-2.93413940718024,-1.77790487570352,2.38879499493477,13.507
"mRock_kNN_global_linear_Neyman",0.9,5000,3,481,602,10.8214756377162,-8.17402004893725,-5.91569211415123,5.01567360110883,8.191
"mRock_kNN_global_bs_Neyman",0.9,5000,3,481,602,-0.553663385060671,-2.54109492974117,-2.01374888359026,1.1399965329816,12.274
"two_step_Neyman",0.9,5000,3,481,NA,4.56987676606024,-3.05074381453135,-2.86896969580205,2.69360285045019,0.0370000000000061
"two_step_LS",0.9,5000,3,481,NA,-3.72833896109307,6.01967275058339,1.48469725479727,6.01719767031913,0.0120000000000005
"mRock_kNN_global_linear_Neyman",0.9,5000,3,482,301,14.7754882398852,-9.36861150101692,0.065541738561254,0.577411801655695,8.55
"mRock_kNN_global_bs_Neyman",0.9,5000,3,482,301,1.13352703285049,-2.63731140108878,3.16030784728324,-2.73033353616003,11.066
"mRock_kNN_global_linear_Neyman",0.9,5000,3,482,602,12.1360261626389,-8.08879775275719,0.15658626869877,-1.65860348766541,6.874
"mRock_kNN_global_bs_Neyman",0.9,5000,3,482,602,1.78552655970363,-2.97244381101344,3.41612088003338,-3.78688811992101,10.652
"two_step_Neyman",0.9,5000,3,482,NA,8.27883333501459,-0.761655186856786,4.87065115032331,-8.1768382155795,0.0320000000000107
"two_step_LS",0.9,5000,3,482,NA,-3.25400701540121,8.6106581388066,12.2286860021124,-1.58411180766052,0.0149999999999864
"mRock_kNN_global_linear_Neyman",0.9,5000,3,483,301,13.315239181327,-3.19654091048959,-1.0576031559468,-4.55687972937968,8.545
"mRock_kNN_global_bs_Neyman",0.9,5000,3,483,301,1.44417464187085,1.19240406978967,3.44883499206093,-5.05927551389479,12.292
"mRock_kNN_global_linear_Neyman",0.9,5000,3,483,602,10.3076550769076,-4.43409211107841,-1.21010712935812,-2.94060892381113,7.768
"mRock_kNN_global_bs_Neyman",0.9,5000,3,483,602,0.838560611416846,1.57262714105668,3.03985296179963,-5.1011130790991,11.44
"two_step_Neyman",0.9,5000,3,483,NA,8.0282188661511,2.42977976779857,1.93145377230219,-12.2767662915763,0.0349999999999966
"two_step_LS",0.9,5000,3,483,NA,-0.78779663404792,10.8643734414794,6.41187842236231,-7.67249607122463,0.00999999999999091
"mRock_kNN_global_linear_Neyman",0.9,5000,3,484,301,13.6236154073677,-8.54223483901457,-7.7780783543807,2.95839888345923,8.84700000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,484,301,-0.873064485475259,-7.85129606442638,-4.36746951096076,6.88114406468293,12.718
"mRock_kNN_global_linear_Neyman",0.9,5000,3,484,602,9.46837534170852,-9.6558425400634,-6.93950011389931,4.55487073799957,7.625
"mRock_kNN_global_bs_Neyman",0.9,5000,3,484,602,-1.06056257009937,-8.31775434994873,-3.6488560401386,7.03196512925735,11.743
"two_step_Neyman",0.9,5000,3,484,NA,5.38615809689336,-10.4349275512353,-6.83276879576714,8.58518692103588,0.0319999999999823
"two_step_LS",0.9,5000,3,484,NA,-1.79347856636933,0.718421213972797,-2.53207322422893,7.37348237117216,0.0200000000000102
"mRock_kNN_global_linear_Neyman",0.9,5000,3,485,301,12.8941523056116,-3.44134167542135,-4.12888567873301,-2.31842857214818,9.08499999999999
"mRock_kNN_global_bs_Neyman",0.9,5000,3,485,301,2.47642268643978,2.69401570974948,-0.984965724439696,-7.35827064379604,12.215
"mRock_kNN_global_linear_Neyman",0.9,5000,3,485,602,13.2525110657098,-2.84526786096963,-4.41318382834144,-7.12108978176696,7.721
"mRock_kNN_global_bs_Neyman",0.9,5000,3,485,602,3.73769339156056,2.71621033568426,-0.76058995114009,-9.4352536399297,11.386
"two_step_Neyman",0.9,5000,3,485,NA,9.89822264380552,4.85130408560967,-0.138388046604282,-15.9081391173973,0.0320000000000107
"two_step_LS",0.9,5000,3,485,NA,3.78556562279956,10.4944207497371,4.10127684388138,-13.2762668848612,0.0120000000000005
"mRock_kNN_global_linear_Neyman",0.9,5000,3,486,301,16.6433657218304,1.85533621924177,-8.73597885781569,-5.71007087844476,8.93600000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,486,301,4.53193041007815,5.84585965356914,-6.31529437742306,-7.00517629690829,12.237
"mRock_kNN_global_linear_Neyman",0.9,5000,3,486,602,14.4296573695234,1.23571569355654,-8.30710844752318,-4.26299525287432,7.32000000000002
"mRock_kNN_global_bs_Neyman",0.9,5000,3,486,602,4.20533011932616,6.18579988484629,-5.42677819977082,-7.12116272459449,11.459
"two_step_Neyman",0.9,5000,3,486,NA,10.1206662958737,2.95020084681757,-7.55517334705081,-5.56085962619463,0.0380000000000109
"two_step_LS",0.9,5000,3,486,NA,3.16333849717773,11.2147653622946,-3.66498986269337,-3.71964145777125,0.00999999999999091
"mRock_kNN_global_linear_Neyman",0.9,5000,3,487,301,11.1399802117116,-8.56271107520578,-2.52729077050178,3.63797123703936,13.752
"mRock_kNN_global_bs_Neyman",0.9,5000,3,487,301,-3.65862429928961,-4.14911756601365,2.25585063977416,6.87272232480339,17.585
"mRock_kNN_global_linear_Neyman",0.9,5000,3,487,602,8.37184757159058,-8.49453930200758,-3.42728631246298,4.52024243497496,11.023
"mRock_kNN_global_bs_Neyman",0.9,5000,3,487,602,-4.07392128795529,-3.78817001716809,1.81738150437982,6.67731727389574,15.219
"two_step_Neyman",0.9,5000,3,487,NA,1.58187651296014,-8.21476526719474,0.528946485442917,12.1259582207621,0.039999999999992
"two_step_LS",0.9,5000,3,487,NA,-7.35687040978004,6.23056671898913,6.23032665280857,9.46761965688135,0.0200000000000102
"mRock_kNN_global_linear_Neyman",0.9,5000,3,488,301,16.4801138012046,-8.06965136407365,-4.46357224046367,-2.19836896001496,13.146
"mRock_kNN_global_bs_Neyman",0.9,5000,3,488,301,2.20396483421109,-5.45309605718011,-2.38645596470112,2.5365070657713,15.606
"mRock_kNN_global_linear_Neyman",0.9,5000,3,488,602,13.0827541513186,-8.71835758416374,-4.80509220935682,-0.74068603571807,10.135
"mRock_kNN_global_bs_Neyman",0.9,5000,3,488,602,2.62007031938838,-5.81843507975208,-2.88244494794967,2.37584072682453,14.2
"two_step_Neyman",0.9,5000,3,488,NA,7.17085497574761,-7.8493619306871,-3.54634999555208,4.16427283797717,0.0389999999999873
"two_step_LS",0.9,5000,3,488,NA,0.227945377799135,-1.30301277699579,0.674135306745602,7.10917120723652,0.0200000000000102
"mRock_kNN_global_linear_Neyman",0.9,5000,3,489,301,12.7188878981937,-7.55208654221256,-3.32094479917905,3.60715464582504,8.962
"mRock_kNN_global_bs_Neyman",0.9,5000,3,489,301,-1.22967111667327,-1.97414080412798,1.75554631654868,2.65500189724402,12.346
"mRock_kNN_global_linear_Neyman",0.9,5000,3,489,602,10.6984885357278,-7.80351718350995,-2.69348979604705,3.68079569265586,7.535
"mRock_kNN_global_bs_Neyman",0.9,5000,3,489,602,-0.316500661621556,-3.43131636909702,1.27467065223468,3.3002009934502,11.738
"two_step_Neyman",0.9,5000,3,489,NA,6.91948402136631,-7.37688300350605,-0.964301460696626,2.10686043612287,0.0370000000000061
"two_step_LS",0.9,5000,3,489,NA,-0.277320318049452,1.73065805223102,2.20927084182246,4.65554623288158,0.0130000000000052
"mRock_kNN_global_linear_Neyman",0.9,5000,3,49,301,15.4772705727978,3.22436945418953,-6.06239617360308,-5.44075213252714,8.896
"mRock_kNN_global_bs_Neyman",0.9,5000,3,49,301,0.509069682517177,8.17366530272507,0.292089917184988,-3.40500098592328,12.271
"mRock_kNN_global_linear_Neyman",0.9,5000,3,49,602,12.3119247621891,0.821524160102512,-4.68141855999582,-4.50220884015659,7.38300000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,49,602,-0.29307919287808,6.27018235647515,0.173399300954203,-2.35597958220667,11.315
"two_step_Neyman",0.9,5000,3,49,NA,9.81164259567267,7.48004905997147,-2.63009817433082,-9.67191196733294,0.0289999999999964
"two_step_LS",0.9,5000,3,49,NA,-2.15132016344553,19.6341250795654,4.07342114513563,-4.973468472297,0.0100000000000193
"mRock_kNN_global_linear_Neyman",0.9,5000,3,490,301,12.8721815551306,-3.01631096508168,-1.57815323485116,-0.504956062748976,8.97799999999999
"mRock_kNN_global_bs_Neyman",0.9,5000,3,490,301,1.5215000649773,3.64924262449481,2.34900575985941,-2.79722224548655,11.937
"mRock_kNN_global_linear_Neyman",0.9,5000,3,490,602,10.8858542796278,-1.84311379490915,-0.714555601270677,-2.10008763615632,7.673
"mRock_kNN_global_bs_Neyman",0.9,5000,3,490,602,1.25339400903423,2.68679824793046,2.19828643468756,-0.279102075080183,11.428
"two_step_Neyman",0.9,5000,3,490,NA,6.21783882687457,1.61854914616052,1.73902062166569,0.132877688580291,0.0289999999999964
"two_step_LS",0.9,5000,3,490,NA,-0.865173350814037,11.4500905601849,6.34479836689649,-0.596451219176689,0.0159999999999911
"mRock_kNN_global_linear_Neyman",0.9,5000,3,491,301,13.6806580707176,-5.90673253247265,-3.50653578049218,2.92728316923871,8.99499999999999
"mRock_kNN_global_bs_Neyman",0.9,5000,3,491,301,1.78543364740167,-3.08515638210938,1.75075109497026,2.221137627786,11.905
"mRock_kNN_global_linear_Neyman",0.9,5000,3,491,602,11.0587190312629,-7.8697503304087,-2.666409638916,3.4851190414427,7.80600000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,491,602,2.10870591050427,-3.03519023825754,1.95919449178378,1.43445737595915,11.323
"two_step_Neyman",0.9,5000,3,491,NA,4.82125288484993,2.16047422882,3.76313532339261,3.01725589451497,0.0310000000000059
"two_step_LS",0.9,5000,3,491,NA,-3.077374622304,13.857596400048,6.95559766407889,4.06290137097274,0.0120000000000005
"mRock_kNN_global_linear_Neyman",0.9,5000,3,492,301,13.1275266949422,-3.39720834889257,-6.86640627858404,2.79676624747107,8.36499999999999
"mRock_kNN_global_bs_Neyman",0.9,5000,3,492,301,-0.397519817753884,5.25984532434567,-1.14167593665272,-1.16703421730895,11.792
"mRock_kNN_global_linear_Neyman",0.9,5000,3,492,602,10.2654896014929,-1.84958990815283,-6.41623290655168,-0.168356849912379,8.27199999999999
"mRock_kNN_global_bs_Neyman",0.9,5000,3,492,602,-0.00707758924328994,5.70852094681633,-0.587877988990988,-1.77701321897204,12.023
"two_step_Neyman",0.9,5000,3,492,NA,5.91917477488449,4.19764271810222,-2.20397399499456,-1.16163518384108,0.0310000000000059
"two_step_LS",0.9,5000,3,492,NA,-3.25256723015915,17.8719031237944,3.90167035296687,-3.17702014363671,0.0129999999999768
"mRock_kNN_global_linear_Neyman",0.9,5000,3,493,301,14.829272793705,-1.28849341382229,-8.97715589003456,-1.7517340391586,9.25999999999999
"mRock_kNN_global_bs_Neyman",0.9,5000,3,493,301,1.70583359633004,2.04000241267905,-5.35590398977813,-2.17190453464049,12.729
"mRock_kNN_global_linear_Neyman",0.9,5000,3,493,602,11.5365567140378,-3.55650721878971,-7.98038590742801,-2.16104486955982,7.74000000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,493,602,1.86754118818781,1.31808491574902,-5.63615238523526,-3.16486556119452,11.868
"two_step_Neyman",0.9,5000,3,493,NA,7.47861755702714,2.17116340693081,-6.56805865953297,-5.01057431176336,0.02800000000002
"two_step_LS",0.9,5000,3,493,NA,-2.48132668358786,15.6908628065729,-2.34613783947439,-3.03705652115274,0.0100000000000193
"mRock_kNN_global_linear_Neyman",0.9,5000,3,494,301,13.7481856656016,-5.65195289303045,-6.4440868034747,-1.19600946834877,9.083
"mRock_kNN_global_bs_Neyman",0.9,5000,3,494,301,-0.226002863686038,-2.16797963292058,-1.64894513988326,0.399279879742413,12.571
"mRock_kNN_global_linear_Neyman",0.9,5000,3,494,602,10.9926315438267,-7.11363334070206,-5.38903245963889,2.06430866029331,7.59999999999999
"mRock_kNN_global_bs_Neyman",0.9,5000,3,494,602,-0.468175298901222,-2.26411961482712,-0.976043883299958,0.572610476156505,11.678
"two_step_Neyman",0.9,5000,3,494,NA,7.17166054412454,-4.49982667993629,-3.89525549194256,0.75531471786343,0.0370000000000061
"two_step_LS",0.9,5000,3,494,NA,-1.91620759293155,11.8252367403754,-0.805661418956956,-0.179316268315315,0.0109999999999957
"mRock_kNN_global_linear_Neyman",0.9,5000,3,495,301,9.67677721493671,-11.8891648211145,-7.35686857284552,8.91079742027089,9.313
"mRock_kNN_global_bs_Neyman",0.9,5000,3,495,301,-2.67400782398526,-7.57190039174209,-2.60026650028335,7.72916520358645,12.649
"mRock_kNN_global_linear_Neyman",0.9,5000,3,495,602,7.95223190276076,-12.8229638375845,-6.39154560717474,9.6801096477373,7.917
"mRock_kNN_global_bs_Neyman",0.9,5000,3,495,602,-3.20939496861985,-8.14899602519933,-3.72947606101118,8.67610972426395,11.748
"two_step_Neyman",0.9,5000,3,495,NA,-0.420141513619071,-14.0400699591328,-3.72942527059113,17.8871958396873,0.0320000000000107
"two_step_LS",0.9,5000,3,495,NA,-6.95041773194274,-1.93750003770712,0.450969348387975,14.1252868689917,0.0120000000000005
"mRock_kNN_global_linear_Neyman",0.9,5000,3,496,301,14.4974182876593,-7.3621452476196,-5.87682776823434,-2.48225567393218,9.342
"mRock_kNN_global_bs_Neyman",0.9,5000,3,496,301,3.07756841560402,-4.36468757811193,-2.19461288679759,-4.58735511098747,12.95
"mRock_kNN_global_linear_Neyman",0.9,5000,3,496,602,11.1359722975215,-8.93271852324366,-5.19055933535864,-1.58331508552172,8.084
"mRock_kNN_global_bs_Neyman",0.9,5000,3,496,602,3.70145792181716,-5.35311786687362,-2.91498347983824,-5.39242459975539,11.916
"two_step_Neyman",0.9,5000,3,496,NA,9.65885255612633,-5.72622738324068,-5.31525963907625,-6.93056955686033,0.0349999999999966
"two_step_LS",0.9,5000,3,496,NA,1.89570977951472,1.98109446855742,-0.179452698479342,-4.4564050358937,0.0109999999999957
"mRock_kNN_global_linear_Neyman",0.9,5000,3,497,301,12.637918457632,-9.44569413583648,-6.6743444100453,3.98447924000524,8.955
"mRock_kNN_global_bs_Neyman",0.9,5000,3,497,301,0.786276281737112,-5.16207228592784,-5.17520040048903,3.8349191100707,12.513
"mRock_kNN_global_linear_Neyman",0.9,5000,3,497,602,9.82321401743899,-8.55142879892011,-6.76108910195463,1.41191634061272,7.536
"mRock_kNN_global_bs_Neyman",0.9,5000,3,497,602,-0.392625711884303,-4.38340491690236,-4.31209148403803,2.76007490540144,11.463
"two_step_Neyman",0.9,5000,3,497,NA,4.87910697253238,-6.84365426517144,-4.98002445381455,4.46671211289421,0.0289999999999964
"two_step_LS",0.9,5000,3,497,NA,-1.85881490935682,2.24294223645058,-0.735470988328042,4.23214580612452,0.0120000000000005
"mRock_kNN_global_linear_Neyman",0.9,5000,3,498,301,15.004698164116,-7.25422412499311,-2.25093638405443,6.88126553764338,8.432
"mRock_kNN_global_bs_Neyman",0.9,5000,3,498,301,1.18005184220333,-5.28596908138831,1.30797973996534,6.94101564441353,12.005
"mRock_kNN_global_linear_Neyman",0.9,5000,3,498,602,11.5525723030759,-7.41740694544872,-2.2620317608967,5.38009870443452,7.65699999999998
"mRock_kNN_global_bs_Neyman",0.9,5000,3,498,602,1.49812660665354,-4.92486904642345,1.06031506540205,5.92360335743865,11.211
"two_step_Neyman",0.9,5000,3,498,NA,8.02217747719588,-7.15798748771784,-2.12979853152563,6.23802091778328,0.0370000000000061
"two_step_LS",0.9,5000,3,498,NA,2.04062672439555,1.0455497083217,2.77011141026424,5.09818705971985,0.0130000000000052
"mRock_kNN_global_linear_Neyman",0.9,5000,3,499,301,12.7527566317533,-2.7162331661062,-5.79684886380858,-3.14107534995385,8.83000000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,499,301,-1.07918889996468,1.01336027065401,-1.47303838129366,-0.0844011116508623,12.03
"mRock_kNN_global_linear_Neyman",0.9,5000,3,499,602,8.8170590951143,-4.74538311892921,-5.52278607477704,1.82525537276012,7.363
"mRock_kNN_global_bs_Neyman",0.9,5000,3,499,602,-1.12506614386022,0.363684537931533,-1.50073520627561,0.224544329281691,11.257
"two_step_Neyman",0.9,5000,3,499,NA,5.56672845150782,0.715429960509527,-3.19828405855947,-1.63488573961632,0.0289999999999964
"two_step_LS",0.9,5000,3,499,NA,-1.39244423697123,11.0726118750631,-1.10912510348603,-0.300074279059641,0.0100000000000193
"mRock_kNN_global_linear_Neyman",0.9,5000,3,5,301,11.9301639889685,-7.3154906353947,-1.53526454550642,0.133288141320357,9.18900000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,5,301,-1.21354826214759,-4.6337264080236,1.91119105545642,4.46835554935704,12.07
"mRock_kNN_global_linear_Neyman",0.9,5000,3,5,602,8.58894490896726,-8.21385341254759,-0.581235404504175,0.779774781489274,7.71200000000002
"mRock_kNN_global_bs_Neyman",0.9,5000,3,5,602,-1.62862713323531,-5.06592932276231,2.42071842405062,4.80662394370865,11.643
"two_step_Neyman",0.9,5000,3,5,NA,2.70330761138851,-5.94604879076966,2.6603665528293,5.8082740069529,0.0289999999999964
"two_step_LS",0.9,5000,3,5,NA,-5.16234612729254,4.9066427825068,8.88380874079144,4.31974315528602,0.0109999999999957
"mRock_kNN_global_linear_Neyman",0.9,5000,3,50,301,9.89164014822324,-9.73731639080639,-3.50655769693206,7.39917479325285,8.786
"mRock_kNN_global_bs_Neyman",0.9,5000,3,50,301,-1.3434984464534,-3.9321964785268,0.0170324875712602,4.12215055011781,11.982
"mRock_kNN_global_linear_Neyman",0.9,5000,3,50,602,7.92525698455961,-7.10333770576172,-5.07320148483826,3.78130922010454,7.26999999999998
"mRock_kNN_global_bs_Neyman",0.9,5000,3,50,602,-1.49866424254873,-2.19502248641071,-0.89359890944316,1.61200718173225,10.892
"two_step_Neyman",0.9,5000,3,50,NA,2.40718862950542,-5.72169945851267,-1.47048849091365,6.56276218297498,0.0409999999999968
"two_step_LS",0.9,5000,3,50,NA,-4.52907247089737,6.59334717133738,1.48625403805749,5.69353170911172,0.0159999999999911
"mRock_kNN_global_linear_Neyman",0.9,5000,3,500,301,15.5832776320137,-1.64498248551719,-4.66434409963807,-5.09516289891684,8.765
"mRock_kNN_global_bs_Neyman",0.9,5000,3,500,301,4.95926437067947,1.12022078237413,-1.31576829926653,-3.81480012489583,11.838
"mRock_kNN_global_linear_Neyman",0.9,5000,3,500,602,12.9345688472895,-3.0996576948427,-4.28900582461165,-5.32021136796789,7.142
"mRock_kNN_global_bs_Neyman",0.9,5000,3,500,602,5.29008375859193,-0.0272162569139018,-1.19235322908351,-4.63113894204767,10.606
"two_step_Neyman",0.9,5000,3,500,NA,8.94250994144186,1.53388954993533,-0.0671225212376476,-4.46816288906517,0.0310000000000059
"two_step_LS",0.9,5000,3,500,NA,4.2817359746229,12.1295544707646,2.62313019151927,-8.40279213237798,0.0109999999999957
"mRock_kNN_global_linear_Neyman",0.9,5000,3,51,301,17.5659482735014,-6.97128381122182,0.716838545375643,1.61111557661742,8.505
"mRock_kNN_global_bs_Neyman",0.9,5000,3,51,301,3.14733337481862,-1.01480686406893,5.88369734612859,1.09601431497401,11.696
"mRock_kNN_global_linear_Neyman",0.9,5000,3,51,602,15.2165185142325,-8.4364560324044,0.951719269021283,2.40945766189599,7.28
"mRock_kNN_global_bs_Neyman",0.9,5000,3,51,602,2.72234341080701,-1.67109255474359,7.10135379657094,1.93990767128892,10.938
"two_step_Neyman",0.9,5000,3,51,NA,9.83463780156712,-0.683393786636716,5.50244377010479,0.588620116386473,0.0310000000000059
"two_step_LS",0.9,5000,3,51,NA,-0.73938207513285,10.9313197467713,13.3613997451135,2.28036899736937,0.00899999999998613
"mRock_kNN_global_linear_Neyman",0.9,5000,3,52,301,13.5195626399519,-7.08505503179499,-0.734624988189067,-1.8657786906639,8.313
"mRock_kNN_global_bs_Neyman",0.9,5000,3,52,301,1.19011173009719,-0.596165883789587,1.81694979641534,-4.31110081747095,11.874
"mRock_kNN_global_linear_Neyman",0.9,5000,3,52,602,11.0138828840524,-6.10612533808826,-1.75233522086624,-2.64562917964256,7.548
"mRock_kNN_global_bs_Neyman",0.9,5000,3,52,602,0.800334765994737,-0.261582565658307,2.38480562834406,-4.20961745781449,11.324
"two_step_Neyman",0.9,5000,3,52,NA,7.44426864679973,1.06323924801234,1.67106502979837,-9.49027944698849,0.0370000000000061
"two_step_LS",0.9,5000,3,52,NA,-1.91617822347162,9.95066066229495,9.34457162871903,-7.15199406774471,0.0159999999999911
"mRock_kNN_global_linear_Neyman",0.9,5000,3,53,301,13.8735486272582,-7.42879866350556,-6.27354424616352,-3.63922392428773,9.49900000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,53,301,0.53851246760059,-1.69402530781027,-1.24146298359443,-4.96187787895079,12.46
"mRock_kNN_global_linear_Neyman",0.9,5000,3,53,602,9.7353222194026,-8.39154500007593,-5.07877405136177,-0.941402022682346,7.929
"mRock_kNN_global_bs_Neyman",0.9,5000,3,53,602,-0.320415219731591,-2.05793450053635,-1.25125887343834,-3.5239575630566,11.566
"two_step_Neyman",0.9,5000,3,53,NA,4.48649946388077,-2.09637522383943,-0.518280861623881,-1.99188892422647,0.0379999999999825
"two_step_LS",0.9,5000,3,53,NA,-1.94152701137576,9.39201352952353,3.78444375963983,-4.81036691482618,0.0160000000000196
"mRock_kNN_global_linear_Neyman",0.9,5000,3,54,301,16.6040223087091,-6.59768971820746,-5.87814426037901,-2.29028918373438,9.2
"mRock_kNN_global_bs_Neyman",0.9,5000,3,54,301,4.13189244009794,-1.78571732349385,-3.86441991633675,-4.71601255446713,12.74
"mRock_kNN_global_linear_Neyman",0.9,5000,3,54,602,15.3438545276873,-6.83716109768953,-6.49221552043282,-3.30270750468288,7.68000000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,54,602,4.6510446317075,-3.12475083404088,-4.86521007750138,-4.67636337077504,11.843
"two_step_Neyman",0.9,5000,3,54,NA,9.03482962204783,-8.16420945767827,-5.81447614230041,-0.842972215065591,0.0300000000000011
"two_step_LS",0.9,5000,3,54,NA,3.00422291176186,1.31318223113094,-3.59507098016653,-0.183145553304513,0.00999999999999091
"mRock_kNN_global_linear_Neyman",0.9,5000,3,55,301,10.9312882796342,-8.87686361623197,-0.75914990668379,0.304447574343001,8.71899999999999
"mRock_kNN_global_bs_Neyman",0.9,5000,3,55,301,0.728992560074055,-4.02814392705668,1.67893289644213,-0.663916471736602,11.709
"mRock_kNN_global_linear_Neyman",0.9,5000,3,55,602,7.5435299425157,-8.9635387469656,-0.940287563648434,0.63401494568234,7.44
"mRock_kNN_global_bs_Neyman",0.9,5000,3,55,602,-0.176666973777751,-5.12673877462576,1.70156855515291,1.55134646746974,11.289
"two_step_Neyman",0.9,5000,3,55,NA,5.71935186000422,-5.46422067085834,1.68568188965039,2.09108985368115,0.0339999999999918
"two_step_LS",0.9,5000,3,55,NA,-0.108320226113092,2.43813015491775,6.1110180696713,1.29521421826879,0.00999999999999091
"mRock_kNN_global_linear_Neyman",0.9,5000,3,56,301,16.5682399088308,-3.14502003375909,-5.81459300210765,-6.50239678497264,8.39999999999999
"mRock_kNN_global_bs_Neyman",0.9,5000,3,56,301,2.36615141141323,-1.34217488211312,-2.20797331435047,-4.86586549138399,12.123
"mRock_kNN_global_linear_Neyman",0.9,5000,3,56,602,12.5303318347368,-6.84937443318691,-5.45654055757706,-1.85609205308707,7.863
"mRock_kNN_global_bs_Neyman",0.9,5000,3,56,602,2.27051367429493,-2.67800762835274,-2.37109383382002,-3.30076894600069,11.397
"two_step_Neyman",0.9,5000,3,56,NA,8.69283821465003,-4.72062929301742,-4.06695978011174,-3.31474208902034,0.0310000000000059
"two_step_LS",0.9,5000,3,56,NA,-0.533260546128332,6.68499347629479,1.42050374159297,-1.65240372793855,0.00999999999999091
"mRock_kNN_global_linear_Neyman",0.9,5000,3,57,301,13.9674702984441,-0.519656358814644,-10.3153674063043,1.34566431561046,8.322
"mRock_kNN_global_bs_Neyman",0.9,5000,3,57,301,-1.38303713956825,2.5475426919786,-5.25048507842995,3.28021273308839,11.905
"mRock_kNN_global_linear_Neyman",0.9,5000,3,57,602,10.1739471069915,-2.05728545567792,-9.03735379786045,2.62423228103253,7.50399999999999
"mRock_kNN_global_bs_Neyman",0.9,5000,3,57,602,-2.1298213314139,2.63649529048175,-4.78746513901968,4.27739755528928,11.315
"two_step_Neyman",0.9,5000,3,57,NA,1.37575745245043,-0.00304266821299848,-5.72144521784262,9.35700671775317,0.0300000000000011
"two_step_LS",0.9,5000,3,57,NA,-7.12402742348615,13.7636195246584,-2.56896634268364,9.1695221895792,0.00999999999999091
"mRock_kNN_global_linear_Neyman",0.9,5000,3,58,301,12.0554942307424,-2.91030669057093,-6.08510536872282,2.89146269861948,9.012
"mRock_kNN_global_bs_Neyman",0.9,5000,3,58,301,0.326418019044197,2.55953417016271,-2.15703884030933,2.58346381794955,12.099
"mRock_kNN_global_linear_Neyman",0.9,5000,3,58,602,9.6990650561768,-1.33619043696251,-5.52419998781677,0.354348194630064,8.083
"mRock_kNN_global_bs_Neyman",0.9,5000,3,58,602,0.382085288029238,2.29100424716609,-2.17852457725954,1.72507806228128,11.711
"two_step_Neyman",0.9,5000,3,58,NA,5.60837303701934,-0.122952849322979,-4.82918815136782,5.14968535386653,0.0300000000000011
"two_step_LS",0.9,5000,3,58,NA,-0.870069364516145,9.77220552995161,-1.13779430195578,4.3484114345747,0.00999999999999091
"mRock_kNN_global_linear_Neyman",0.9,5000,3,59,301,13.1718106674782,-8.11589172537715,-0.499136619567792,2.66239303694255,8.715
"mRock_kNN_global_bs_Neyman",0.9,5000,3,59,301,0.347589257568481,0.289491227773957,2.58331117181983,0.236004541543694,12.038
"mRock_kNN_global_linear_Neyman",0.9,5000,3,59,602,10.954880828159,-8.04791906789842,-0.243123789019268,1.74400549436952,7.55999999999997
"mRock_kNN_global_bs_Neyman",0.9,5000,3,59,602,0.437612981036774,-1.08918204685463,2.92392891542688,1.38158823268867,11.101
"two_step_Neyman",0.9,5000,3,59,NA,5.1388153708451,-0.647999216335451,3.64285525277696,-0.759589960384145,0.0339999999999918
"two_step_LS",0.9,5000,3,59,NA,-1.65933515879191,8.51359283971726,8.66603645658137,-1.63224627139643,0.0120000000000005
"mRock_kNN_global_linear_Neyman",0.9,5000,3,6,301,13.9350776557878,-7.10580060789338,-2.45644629652166,-2.95725368851077,8.961
"mRock_kNN_global_bs_Neyman",0.9,5000,3,6,301,0.284870873858483,-1.98581505805672,1.59921650182263,-2.89742780565869,12.415
"mRock_kNN_global_linear_Neyman",0.9,5000,3,6,602,10.2634645265602,-6.21251187500135,-2.27927443167413,-2.46457125890752,7.41199999999998
"mRock_kNN_global_bs_Neyman",0.9,5000,3,6,602,0.982785226160404,-1.93637073863674,1.37208177666623,-4.42955639640443,11.476
"two_step_Neyman",0.9,5000,3,6,NA,8.45942052659261,-2.31553668659722,-2.02903504885208,-7.84156807681289,0.0339999999999918
"two_step_LS",0.9,5000,3,6,NA,1.7619453069547,6.86412925026176,2.63841126770651,-8.51893624428027,0.01400000000001
"mRock_kNN_global_linear_Neyman",0.9,5000,3,60,301,11.9923147108964,-3.33602194566968,-3.19531028311275,2.04028338594451,8.41500000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,60,301,-1.86147283029461,3.38309896908424,2.69131739572324,2.13912436260177,11.901
"mRock_kNN_global_linear_Neyman",0.9,5000,3,60,602,8.57840100850349,-1.99573790095501,-3.07965280420613,1.16229167885946,7.441
"mRock_kNN_global_bs_Neyman",0.9,5000,3,60,602,-2.16403162142044,4.52586865105264,2.24298922757761,1.93308564458023,11.291
